S2501_C01_001E,S2501_C01_002E,S2501_C01_003E,S2501_C01_004E,S2501_C01_005E,FIPS,STATEFP,COUNTYFP,TRACTCE
1399,427,553,192,227,48245011002,48,245,011002
1802,462,589,288,463,48245011101,48,245,011101
1033,424,265,141,203,48245011102,48,245,011102
3147,818,1207,423,699,48245011201,48,245,011201
0,0,0,0,0,48245011202,48,245,011202
0,0,0,0,0,48245011203,48,245,011203
0,0,0,0,0,48245011302,48,245,011302
1149,326,386,191,246,48245011303,48,245,011303
1690,512,592,274,312,48245011304,48,245,011304
3149,648,1303,622,576,48245011400,48,245,011400
935,270,304,209,152,48245011500,48,245,011500
806,139,289,141,237,48245011600,48,245,011600
618,209,131,94,184,48245011700,48,245,011700
641,261,166,66,148,48245011800,48,245,011800
54,12,17,0,25,48245980000,48,245,980000
0,0,0,0,0,48245990000,48,245,990000
703,155,189,124,235,48247950200,48,247,950200
923,257,303,206,157,48247950400,48,247,950400
2579,504,832,337,906,48249950100,48,249,950100
2386,544,632,370,840,48249950200,48,249,950200
2435,525,915,487,508,48249950300,48,249,950300
1140,249,434,148,309,48249950400,48,249,950400
1946,532,406,307,701,48249950500,48,249,950500
1484,539,376,200,369,48249950600,48,249,950600
1017,211,391,181,234,48249950700,48,249,950700
1619,231,790,247,351,48251130100,48,251,130100
3898,844,1067,793,1194,48251130204,48,251,130204
1615,451,620,227,317,48251130205,48,251,130205
2785,608,1010,562,605,48251130207,48,251,130207
2278,409,701,514,654,48251130208,48,251,130208
1906,336,642,272,656,48251130210,48,251,130210
2403,458,902,453,590,48251130211,48,251,130211
1649,159,548,328,614,48251130212,48,251,130212
1315,277,324,174,540,48251130213,48,251,130213
2103,334,814,326,629,48251130214,48,251,130214
2150,428,608,502,612,48251130215,48,251,130215
1999,587,591,383,438,48251130302,48,251,130302
1520,412,427,210,471,48251130303,48,251,130303
1768,320,627,334,487,48251130304,48,251,130304
2042,251,822,372,597,48251130405,48,251,130405
2132,428,797,323,584,48251130406,48,251,130406
2909,387,992,434,1096,48251130407,48,251,130407
2359,377,647,504,831,48251130408,48,251,130408
2320,409,895,350,666,48251130409,48,251,130409
2449,434,698,489,828,48251130410,48,251,130410
2518,430,1057,276,755,48251130500,48,251,130500
2732,648,1009,369,706,48251130601,48,251,130601
802,88,344,146,224,48251130602,48,251,130602
1698,350,414,421,513,48251130700,48,251,130700
1355,459,280,252,364,48251130800,48,251,130800
1020,224,304,121,371,48251130900,48,251,130900
1735,269,762,242,462,48251131000,48,251,131000
2231,931,639,130,531,48251131100,48,251,131100
613,144,312,53,104,48253020101,48,253,020101
0,0,0,0,0,48253020102,48,253,020102
883,261,271,190,161,48253020200,48,253,020200
906,258,284,174,190,48253020300,48,253,020300
1420,382,522,205,311,48253020400,48,253,020400
1874,335,888,272,379,48253020500,48,253,020500
997,230,421,152,194,48255970100,48,255,970100
1074,285,446,138,205,48255970200,48,255,970200
1627,651,488,202,286,48255970300,48,255,970300
584,170,197,112,105,48255970400,48,255,970400
2937,565,810,484,1078,48257050201,48,257,050201
3113,337,904,490,1382,48257050203,48,257,050203
1552,184,264,265,839,48257050204,48,257,050204
3046,338,875,691,1142,48257050205,48,257,050205
4354,487,1437,945,1485,48257050206,48,257,050206
1512,276,499,278,459,48257050300,48,257,050300
2457,376,970,544,567,48257050400,48,257,050400
1880,645,598,231,406,48257050500,48,257,050500
2334,433,927,298,676,48257050600,48,257,050600
1487,245,553,276,413,48257050701,48,257,050701
738,98,245,175,220,48257050703,48,257,050703
1720,376,538,270,536,48257050704,48,257,050704
3289,570,1151,518,1050,48257050800,48,257,050800
453,96,94,61,202,48257051000,48,257,051000
1615,473,343,205,594,48257051100,48,257,051100
853,214,293,67,279,48257051201,48,257,051201
1641,316,598,257,470,48257051202,48,257,051202
3034,866,1016,661,491,48257051300,48,257,051300
2151,411,615,457,668,48259970100,48,259,970100
2253,543,850,363,497,48259970301,48,259,970301
1635,319,810,258,248,48259970302,48,259,970302
2864,559,939,495,871,48259970401,48,259,970401
2778,308,1299,377,794,48259970402,48,259,970402
2572,716,798,273,785,48259970500,48,259,970500
197,44,92,26,35,48261950100,48,261,950100
0,0,0,0,0,48261990000,48,261,990000
273,99,92,28,54,48263950100,48,263,950100
2594,776,1174,368,276,48265960100,48,265,960100
1604,582,530,250,242,48265960200,48,265,960200
1363,360,488,275,240,48265960301,48,265,960301
3251,796,1547,372,536,48265960302,48,265,960302
750,198,249,64,239,48265960401,48,265,960401
2595,657,1139,445,354,48265960402,48,265,960402
2456,938,700,355,463,48265960500,48,265,960500
2872,842,1036,231,763,48265960600,48,265,960600
2238,622,863,454,299,48265960700,48,265,960700
1680,326,659,320,375,48265960800,48,265,960800
970,223,546,91,110,48267950100,48,267,950100
813,263,184,170,196,48267950200,48,267,950200
77,22,32,5,18,48269950100,48,269,950100
1337,588,480,149,120,48271950100,48,271,950100
1746,351,576,230,589,48273020100,48,273,020100
1797,428,809,225,335,48273020200,48,273,020200
2402,629,718,456,599,48273020300,48,273,020300
2574,1065,682,375,452,48273020400,48,273,020400
2436,592,695,347,802,48273020500,48,273,020500
0,0,0,0,0,48273990000,48,273,990000
651,178,278,66,129,48275950100,48,275,950100
724,215,276,43,190,48275950200,48,275,950200
1710,436,639,320,315,48277000101,48,277,000101
1597,298,734,203,362,48277000102,48,277,000102
1280,227,469,240,344,48277000200,48,277,000200
2406,541,921,393,551,48277000300,48,277,000300
1703,728,519,256,200,48277000401,48,277,000401
2466,663,1034,367,402,48277000402,48,277,000402
1659,799,547,163,150,48277000500,48,277,000500
888,272,289,147,180,48277000600,48,277,000600
1214,251,525,217,221,48277000700,48,277,000700
1423,511,425,220,267,48277000800,48,277,000800
1982,597,677,335,373,48277000900,48,277,000900
1465,491,455,245,274,48277001000,48,277,001000
891,227,305,113,246,48279950100,48,279,950100
586,181,171,50,184,48279950200,48,279,950200
863,278,252,122,211,48279950300,48,279,950300
1097,289,214,184,410,48279950500,48,279,950500
1291,379,400,221,291,48279950600,48,279,950600
951,226,430,143,152,48281950100,48,281,950100
2337,373,1158,359,447,48281950301,48,281,950301
1290,276,554,175,285,48281950302,48,281,950302
1515,490,483,244,298,48281950400,48,281,950400
1714,462,585,307,360,48281950500,48,281,950500
2269,575,738,442,514,48283950300,48,283,950300
1550,430,627,191,302,48285000100,48,285,000100
1385,476,355,180,374,48285000200,48,285,000200
942,205,415,110,212,48285000300,48,285,000300
1359,268,586,197,308,48285000400,48,285,000400
1384,374,460,194,356,48285000500,48,285,000500
1206,272,513,202,219,48285000600,48,285,000600
1869,412,744,322,391,48287000100,48,287,000100
1062,280,486,86,210,48287000200,48,287,000200
1175,245,515,225,190,48287000300,48,287,000300
1930,471,717,334,408,48287000400,48,287,000400
2323,652,886,304,481,48289950100,48,289,950100
2203,658,971,291,283,48289950200,48,289,950200
1917,519,789,366,243,48289950300,48,289,950300
1351,294,383,338,336,48291700100,48,291,700100
1082,413,349,137,183,48291700200,48,291,700200
3919,822,1139,601,1357,48291700300,48,291,700300
2526,661,1033,291,541,48291700400,48,291,700400
885,198,296,127,264,48291700500,48,291,700500
1009,320,376,164,149,48291700600,48,291,700600
810,146,303,164,197,48291700700,48,291,700700
3287,930,1286,543,528,48291700800,48,291,700800
838,185,298,53,302,48291700900,48,291,700900
2311,578,510,454,769,48291701000,48,291,701000
2228,419,864,328,617,48291701100,48,291,701100
2483,849,657,261,716,48291701200,48,291,701200
1251,347,453,118,333,48291701300,48,291,701300
2893,548,1262,529,554,48291701400,48,291,701400
740,117,264,118,241,48293970100,48,293,970100
1397,369,541,181,306,48293970200,48,293,970200
862,301,199,173,189,48293970300,48,293,970300
530,143,113,72,202,48293970400,48,293,970400
706,271,208,106,121,48293970500,48,293,970500
2077,652,595,379,451,48293970600,48,293,970600
702,124,320,128,130,48293970700,48,293,970700
1363,303,734,103,223,48293970800,48,293,970800
719,127,303,119,170,48295950200,48,295,950200
473,123,164,50,136,48295950300,48,295,950300
1176,390,368,213,205,48297950100,48,297,950100
695,236,216,101,142,48297950200,48,297,950200
798,195,400,77,126,48297950300,48,297,950300
1083,303,519,99,162,48297950400,48,297,950400
1263,372,561,191,139,48299970100,48,299,970100
1178,368,368,150,292,48299970200,48,299,970200
866,236,490,77,63,48299970300,48,299,970300
1901,578,1167,73,83,48299970400,48,299,970400
2784,802,1224,279,479,48299970500,48,299,970500
686,200,355,71,60,48299970600,48,299,970600
30,8,12,5,5,48301950100,48,301,950100
921,150,369,88,314,48303000100,48,303,000100
436,65,161,31,179,48303000201,48,303,000201
670,263,157,91,159,48303000202,48,303,000202
1797,648,628,235,286,48303000301,48,303,000301
2678,743,761,451,723,48303000302,48,303,000302
1824,487,712,339,286,48303000402,48,303,000402
1416,275,557,259,325,48303000403,48,303,000403
2695,563,933,582,617,48303000404,48,303,000404
4121,576,1496,885,1164,48303000405,48,303,000405
644,454,144,8,38,48303000500,48,303,000500
1760,725,443,409,183,48303000603,48,303,000603
292,57,84,80,71,48303000605,48,303,000605
907,308,323,137,139,48303000607,48,303,000607
340,73,100,78,89,48303000700,48,303,000700
1752,476,377,321,578,48303000900,48,303,000900
1143,381,224,259,279,48303001000,48,303,001000
991,333,276,176,206,48303001200,48,303,001200
1017,243,384,187,203,48303001300,48,303,001300
2064,763,687,258,356,48303001400,48,303,001400
1102,326,410,206,160,48303001501,48,303,001501
1043,312,347,213,171,48303001502,48,303,001502
1181,540,265,196,180,48303001601,48,303,001601
1162,278,280,393,211,48303001602,48,303,001602
2685,1189,880,324,292,48303001702,48,303,001702
2652,962,910,279,501,48303001705,48,303,001705
3181,1289,1155,279,458,48303001706,48,303,001706
2578,913,705,428,532,48303001707,48,303,001707
1487,766,403,132,186,48303001708,48,303,001708
1957,768,616,280,293,48303001709,48,303,001709
2218,509,728,132,849,48303001801,48,303,001801
2296,709,764,564,259,48303001803,48,303,001803
1709,628,645,194,242,48303001804,48,303,001804
1836,472,582,288,494,48303001901,48,303,001901
2253,540,828,413,472,48303001903,48,303,001903
705,173,246,96,190,48303001904,48,303,001904
868,241,218,183,226,48303002001,48,303,002001
1170,357,415,134,264,48303002002,48,303,002002
2249,636,736,387,490,48303002101,48,303,002101
1247,544,290,263,150,48303002102,48,303,002102
2331,650,576,372,733,48303002202,48,303,002202
1134,270,266,376,222,48303002203,48,303,002203
1660,407,461,392,400,48303002204,48,303,002204
1614,511,363,420,320,48303002300,48,303,002300
2065,337,536,398,794,48303002400,48,303,002400
864,172,274,165,253,48303002500,48,303,002500
515,68,187,150,110,48303010101,48,303,010101
770,233,236,104,197,48303010102,48,303,010102
2509,702,748,321,738,48303010200,48,303,010200
1335,229,364,252,490,48303010301,48,303,010301
967,229,318,190,230,48303010302,48,303,010302
764,173,268,121,202,48303010402,48,303,010402
2292,737,844,210,501,48303010403,48,303,010403
1129,181,460,280,208,48303010404,48,303,010404
2309,747,911,209,442,48303010405,48,303,010405
2318,493,854,381,590,48303010406,48,303,010406
3424,603,1194,641,986,48303010407,48,303,010407
4320,944,1610,551,1215,48303010408,48,303,010408
1477,437,690,130,220,48303010502,48,303,010502
1650,384,731,194,341,48303010504,48,303,010504
1754,514,514,342,384,48303010505,48,303,010505
1650,554,451,275,370,48303010506,48,303,010506
3712,636,1253,695,1128,48303010508,48,303,010508
1190,287,429,160,314,48303010509,48,303,010509
1083,210,473,111,289,48303010510,48,303,010510
1898,294,618,474,512,48303010511,48,303,010511
2286,746,698,112,730,48303010600,48,303,010600
1421,356,704,116,245,48303010700,48,303,010700
0,0,0,0,0,48303980000,48,303,980000
749,189,263,84,213,48305950400,48,305,950400
909,238,318,132,221,48305950500,48,305,950500
496,144,155,47,150,48305950600,48,305,950600
1819,493,613,427,286,48307950300,48,307,950300
700,240,303,74,83,48307950400,48,307,950400
624,210,273,37,104,48307950500,48,307,950500
719,281,168,182,88,48309000100,48,309,000100
1475,485,592,185,213,48309000200,48,309,000200
0,0,0,0,0,48309000300,48,309,000300
2426,1030,635,337,424,48309000400,48,309,000400
1575,358,372,282,563,48309000598,48,309,000598
1097,398,299,156,244,48309000700,48,309,000700
978,196,215,211,356,48309000800,48,309,000800
1649,390,523,267,469,48309000900,48,309,000900
950,341,206,131,272,48309001000,48,309,001000
1802,309,683,188,622,48309001100,48,309,001100
927,322,177,140,288,48309001200,48,309,001200
837,191,201,164,281,48309001300,48,309,001300
3008,1112,805,455,636,48309001400,48,309,001400
862,295,236,194,137,48309001500,48,309,001500
2481,717,733,480,551,48309001600,48,309,001600
2063,401,730,451,481,48309001700,48,309,001700
564,136,164,114,150,48309001800,48,309,001800
2079,750,562,277,490,48309001900,48,309,001900
1517,314,564,233,406,48309002000,48,309,002000
1931,555,446,343,587,48309002100,48,309,002100
2405,1039,815,367,184,48309002302,48,309,002302
1980,587,648,289,456,48309002498,48,309,002498
2168,678,872,269,349,48309002501,48,309,002501
2064,617,837,303,307,48309002503,48,309,002503
1286,210,528,167,381,48309002504,48,309,002504
2639,897,803,380,559,48309002600,48,309,002600
1399,480,408,188,323,48309002700,48,309,002700
2068,821,881,126,240,48309002800,48,309,002800
1483,331,581,221,350,48309002900,48,309,002900
1849,984,430,223,212,48309003000,48,309,003000
1771,497,649,217,408,48309003200,48,309,003200
538,118,147,139,134,48309003300,48,309,003300
2344,441,790,388,725,48309003400,48,309,003400
1445,216,583,219,427,48309003500,48,309,003500
1067,182,398,219,268,48309003601,48,309,003601
997,236,349,177,235,48309003602,48,309,003602
1223,250,461,221,291,48309003701,48,309,003701
1952,244,754,442,512,48309003703,48,309,003703
4065,774,1573,517,1201,48309003706,48,309,003706
3807,1234,1492,505,576,48309003707,48,309,003707
2858,541,1169,536,612,48309003708,48,309,003708
2346,371,848,443,684,48309003801,48,309,003801
2154,586,721,308,539,48309003802,48,309,003802
3136,421,1054,619,1042,48309003900,48,309,003900
1776,274,695,326,481,48309004000,48,309,004000
1862,283,664,371,544,48309004102,48,309,004102
2999,413,1117,436,1033,48309004103,48,309,004103
1421,440,484,244,253,48309004201,48,309,004201
1324,244,597,309,174,48309004202,48,309,004202
2688,702,686,474,826,48309004300,48,309,004300
0,0,0,0,0,48309980000,48,309,980000
270,52,107,69,42,48311950100,48,311,950100
446,143,194,56,53,48313000100,48,313,000100
855,281,285,158,131,48313000200,48,313,000200
1145,205,529,156,255,48313000300,48,313,000300
1823,701,313,404,405,48313000400,48,313,000400
905,300,366,127,112,48315950100,48,315,950100
1306,461,586,136,123,48315950200,48,315,950200
1369,477,510,202,180,48315950300,48,315,950300
1135,434,331,176,194,48315950400,48,315,950400
513,133,195,56,129,48317950100,48,317,950100
1181,296,375,244,266,48317950200,48,317,950200
889,348,289,71,181,48319950100,48,319,950100
807,203,442,117,45,48319950200,48,319,950200
851,301,272,91,187,48321730100,48,321,730100
2339,791,782,276,490,48321730201,48,321,730201
700,167,258,100,175,48321730202,48,321,730202
1451,362,583,134,372,48321730301,48,321,730301
1876,603,519,338,416,48321730302,48,321,730302
361,118,111,43,89,48321730303,48,321,730303
834,274,273,150,137,48321730400,48,321,730400
1732,617,720,200,195,48321730501,48,321,730501
1963,543,562,366,492,48321730600,48,321,730600
1741,539,526,302,374,48321730700,48,321,730700
0,0,0,0,0,48321990000,48,321,990000
2404,340,883,278,903,48323950201,48,323,950201
1075,132,262,145,536,48323950204,48,323,950204
2433,221,749,499,964,48323950205,48,323,950205
2211,303,604,577,727,48323950300,48,323,950300
1275,216,553,181,325,48323950400,48,323,950400
1782,266,647,176,693,48323950500,48,323,950500
749,135,180,134,300,48323950601,48,323,950601
1460,233,396,295,536,48323950602,48,323,950602
2897,446,752,554,1145,48323950700,48,323,950700
2329,494,804,301,730,48325000101,48,325,000101
3074,413,1398,532,731,48325000102,48,325,000102
599,171,262,38,128,48325000200,48,325,000200
2028,454,724,203,647,48325000300,48,325,000300
1671,391,449,323,508,48325000401,48,325,000401
1481,406,520,272,283,48325000402,48,325,000402
1857,411,689,327,430,48325000500,48,325,000500
2643,613,780,464,786,48325000800,48,325,000800
1014,423,378,116,97,48327950300,48,327,950300
2170,500,724,117,829,48329000100,48,329,000100
2061,674,716,321,350,48329000200,48,329,000200
1889,429,474,368,618,48329000302,48,329,000302
1502,226,637,191,448,48329000303,48,329,000303
1642,532,647,185,278,48329000304,48,329,000304
1987,576,673,272,466,48329000305,48,329,000305
1278,318,335,223,402,48329000401,48,329,000401
1864,440,577,313,534,48329000402,48,329,000402
1805,532,658,280,335,48329000500,48,329,000500
1557,474,362,249,472,48329000600,48,329,000600
1666,523,512,141,490,48329001100,48,329,001100
2111,516,689,461,445,48329001200,48,329,001200
2325,478,698,482,667,48329001300,48,329,001300
1664,385,294,341,644,48329001400,48,329,001400
