S1201_C01_001E,S1201_C01_017E,S1201_C01_018E,S1201_C01_019E,S1201_C01_020E,S1201_C01_021E,S1201_C01_022E,S1201_C01_023E,S1201_C01_024E,S1201_C01_025E,S1201_C01_026E,S1201_C02_001E,S1201_C03_001E,S1201_C04_001E,S1201_C05_001E,S1201_C06_001E,FIPS,STATEFP,COUNTYFP,TRACTCE
4248,4015,1921,1425,26,127,0,516,233,1527,997,46.0,4.6,14.5,3.4,31.5,48029131608,48,029,131608
5241,5024,3138,1256,48,319,0,263,217,1976,1488,52.2,3.3,11.3,3.3,29.9,48029131609,48,029,131609
3543,3443,2020,1127,5,25,92,174,100,1447,828,45.7,4.0,8.6,0.6,41.2,48029131610,48,029,131610
763,748,405,161,0,106,14,62,15,239,243,49.7,6.7,7.2,5.8,30.7,48029131611,48,029,131611
1352,1321,840,412,0,9,0,60,31,640,286,43.1,4.6,18.2,2.0,32.1,48029131612,48,029,131612
3136,3026,1672,813,0,115,0,426,110,1238,860,50.7,2.6,12.4,3.2,31.0,48029131613,48,029,131613
2967,2784,1325,1265,13,82,0,99,183,1093,644,53.3,1.6,6.7,2.6,35.8,48029131614,48,029,131614
6190,6050,3677,1696,23,134,0,520,140,2931,1370,41.0,5.2,15.8,2.1,35.8,48029131615,48,029,131615
683,618,545,29,2,36,0,6,65,113,468,76.1,0.7,1.2,0.0,22.0,48029131700,48,029,131700
1748,1701,1630,2,0,0,3,66,47,245,1461,66.2,5.6,6.4,0.3,21.5,48029131801,48,029,131801
3630,3592,2999,210,68,12,0,303,38,1323,1999,54.9,4.0,11.8,1.1,28.2,48029131802,48,029,131802
1049,1039,772,14,0,7,0,246,10,819,199,44.4,8.3,10.1,4.5,32.7,48029140100,48,029,140100
2673,2673,2381,35,9,0,17,231,0,2296,333,42.9,4.0,13.3,5.3,34.4,48029140200,48,029,140200
2846,2764,1867,38,87,0,0,772,82,2651,152,40.4,9.9,9.3,5.8,34.5,48029140300,48,029,140300
3013,2994,2397,29,46,0,0,522,19,2583,348,30.1,4.7,18.7,3.2,43.2,48029140400,48,029,140400
3480,3380,2424,60,14,16,0,866,100,2649,718,36.3,5.1,14.5,1.9,42.3,48029140500,48,029,140500
2219,2109,1542,35,34,47,0,451,110,1866,260,38.4,5.4,12.3,1.7,42.3,48029140600,48,029,140600
4078,3868,2803,237,36,0,9,783,210,3107,553,34.9,5.0,18.1,1.5,40.6,48029140700,48,029,140700
4235,4213,3415,84,0,32,0,682,22,3757,362,34.8,6.6,12.5,3.7,42.4,48029140800,48,029,140800
1526,1517,1403,20,5,0,0,89,9,1229,282,37.8,9.3,13.2,7.4,32.3,48029140900,48,029,140900
2837,2792,2103,318,120,0,0,251,45,2263,264,38.0,6.0,12.4,3.1,40.5,48029141000,48,029,141000
3027,2918,2511,232,57,4,0,114,109,2329,445,32.4,8.0,20.5,5.6,33.6,48029141101,48,029,141101
2604,2556,2063,95,0,0,0,398,48,1954,562,32.1,5.9,11.3,3.3,47.4,48029141102,48,029,141102
5541,5435,4680,133,46,42,0,534,106,4652,734,38.7,8.8,15.6,3.6,33.3,48029141200,48,029,141200
5333,5166,3808,826,24,65,0,443,167,3325,892,39.0,6.6,16.3,3.5,34.6,48029141300,48,029,141300
4622,4556,3930,221,36,88,0,281,66,3507,795,47.7,0.8,13.9,1.9,35.7,48029141402,48,029,141402
3690,3566,3158,131,0,72,0,205,124,2320,1161,40.0,4.0,10.5,2.7,42.7,48029141403,48,029,141403
4707,4604,4117,306,6,83,0,92,103,3641,720,31.0,11.0,16.2,3.6,38.2,48029141404,48,029,141404
3744,3620,3072,70,44,7,0,427,124,3518,135,46.2,5.0,10.2,2.1,36.6,48029141600,48,029,141600
4374,4336,3805,129,6,0,0,396,38,2980,1254,46.7,5.3,12.3,1.8,34.0,48029141700,48,029,141700
2979,2902,2642,27,6,11,0,216,77,1847,1070,47.0,7.4,9.1,4.9,31.6,48029141800,48,029,141800
3818,3727,3365,126,0,0,43,193,91,1322,2329,47.6,5.7,13.4,3.0,30.2,48029141900,48,029,141900
4628,4571,3730,9,112,38,0,682,57,4033,446,34.4,6.2,10.6,3.8,45.0,48029150100,48,029,150100
3742,3735,2810,73,27,39,0,786,7,3330,305,40.1,7.8,9.5,5.6,37.0,48029150300,48,029,150300
3708,3570,3218,26,44,1,0,281,138,3591,80,34.9,9.1,10.5,5.9,39.5,48029150400,48,029,150400
3409,3356,2986,19,86,0,0,265,53,3359,50,38.3,5.1,8.4,4.2,43.9,48029150501,48,029,150501
2999,2936,2625,20,13,0,0,278,63,2896,83,31.2,8.5,14.3,3.5,42.5,48029150502,48,029,150502
3800,3800,3514,0,0,0,0,286,0,3361,424,44.1,4.5,12.4,2.0,37.0,48029150600,48,029,150600
6017,6017,5479,52,95,12,0,379,0,5467,494,32.6,6.0,6.7,8.3,46.4,48029150700,48,029,150700
1961,1800,1642,19,13,0,0,126,161,1507,292,22.1,6.5,26.7,6.6,38.0,48029150800,48,029,150800
5245,5178,4082,66,0,0,0,1030,67,4753,460,36.7,5.4,15.9,4.9,37.1,48029150900,48,029,150900
3126,3083,2869,41,0,0,0,173,43,2953,132,45.9,5.4,10.9,2.8,35.1,48029151000,48,029,151000
6188,6125,5300,35,41,0,0,749,63,5439,730,43.9,8.2,8.5,3.5,35.9,48029151100,48,029,151100
8816,8665,7111,126,234,199,0,995,151,7850,568,44.7,5.6,12.9,4.5,32.3,48029151200,48,029,151200
4593,4484,4150,1,30,0,0,303,109,4241,351,42.8,8.2,10.9,6.9,31.2,48029151301,48,029,151301
2571,2542,2344,5,7,0,0,186,29,2327,244,43.1,4.4,10.7,3.9,37.8,48029151302,48,029,151302
4367,4187,3414,46,153,0,0,574,180,4002,319,32.3,5.4,14.4,5.2,42.8,48029151400,48,029,151400
2084,2035,1543,95,116,16,24,241,49,1690,264,37.6,5.5,12.4,2.8,41.7,48029151500,48,029,151500
6583,6472,5490,1,231,74,0,676,111,5538,929,36.8,6.1,12.4,1.5,43.2,48029151600,48,029,151600
5967,5956,5306,0,19,0,0,631,11,4829,1119,35.7,10.0,9.2,3.7,41.3,48029151700,48,029,151700
5357,5323,4126,347,150,191,0,509,34,4642,326,34.8,3.0,10.8,6.3,45.1,48029151900,48,029,151900
2218,2146,1756,169,40,20,0,161,72,1858,153,33.3,4.1,11.3,5.7,45.7,48029152000,48,029,152000
3934,3832,3159,189,0,77,0,407,102,3006,650,42.8,4.7,11.7,2.5,38.3,48029152100,48,029,152100
5260,5038,4695,0,0,32,0,311,222,4211,885,47.5,3.6,12.7,2.1,34.0,48029152201,48,029,152201
4190,4011,3365,49,120,17,0,460,179,3373,690,46.3,2.9,16.4,3.7,30.7,48029152202,48,029,152202
4779,4779,4435,0,129,0,0,215,0,4673,106,37.4,5.6,11.9,6.2,38.9,48029160100,48,029,160100
2713,2710,2080,9,0,1,0,620,3,2611,92,41.1,5.5,13.1,3.3,37.1,48029160200,48,029,160200
4179,4149,3947,0,38,30,0,134,30,3980,169,36.1,7.4,16.5,3.7,36.3,48029160300,48,029,160300
4303,4254,3743,2,215,0,0,294,49,4076,200,37.0,5.4,11.5,4.2,41.9,48029160400,48,029,160400
2643,2635,2383,120,0,17,0,115,8,2293,213,32.3,4.6,7.5,7.4,48.2,48029160501,48,029,160501
3266,3210,2874,67,31,2,0,236,56,3101,96,36.7,7.3,11.2,2.8,42.0,48029160502,48,029,160502
3856,3808,3705,0,0,67,0,36,48,3689,92,40.9,6.6,15.0,4.4,33.1,48029160600,48,029,160600
2981,2927,2798,0,0,0,0,129,54,2921,60,40.0,7.6,10.4,2.1,39.9,48029160701,48,029,160701
4391,4229,3569,110,0,5,0,545,162,4012,216,34.5,4.1,14.1,5.3,42.0,48029160702,48,029,160702
2204,2179,1812,17,0,0,0,350,25,2171,27,29.6,4.9,16.7,2.6,46.2,48029160901,48,029,160901
4029,4024,3200,18,100,2,0,704,5,3738,271,36.3,8.4,10.2,3.6,41.5,48029160902,48,029,160902
3146,3146,2918,16,0,0,0,212,0,2740,397,31.2,4.2,18.2,6.5,39.9,48029161000,48,029,161000
7912,7675,6583,140,407,19,0,526,237,7470,244,35.7,4.6,9.0,6.8,43.9,48029161100,48,029,161100
2124,2110,1894,92,13,8,0,103,14,1792,237,38.1,4.7,14.7,2.6,39.9,48029161200,48,029,161200
4516,4406,3697,267,13,19,10,400,110,3947,263,40.7,4.5,5.0,3.5,46.3,48029161302,48,029,161302
3322,3157,2482,201,93,0,0,381,165,2949,135,33.0,6.2,13.6,6.9,40.3,48029161303,48,029,161303
3368,3326,3018,0,0,0,0,308,42,3116,242,45.7,2.1,8.2,4.3,39.8,48029161304,48,029,161304
5662,5232,3493,1176,6,355,74,128,430,1296,2530,23.1,0.0,1.6,0.1,75.2,48029161400,48,029,161400
6134,6093,5400,125,45,0,0,523,41,5154,849,33.0,6.2,13.3,6.4,41.1,48029161501,48,029,161501
3997,3948,3291,201,52,19,0,385,49,3343,385,40.3,8.0,9.0,2.6,40.1,48029161503,48,029,161503
3250,3232,2730,143,28,42,0,289,18,2699,329,40.0,4.8,12.0,1.4,41.8,48029161504,48,029,161504
3575,3412,2996,175,38,63,0,140,163,2861,521,38.1,4.9,12.4,4.2,40.4,48029161600,48,029,161600
3438,3333,2388,676,73,50,0,146,105,1951,715,36.0,9.9,11.5,3.6,39.0,48029161801,48,029,161801
6670,6540,5477,327,103,140,56,437,130,4622,1400,43.9,3.5,7.5,6.3,38.8,48029161802,48,029,161802
711,709,621,0,0,0,0,88,2,583,128,47.5,12.2,11.8,4.6,23.8,48029161901,48,029,161901
8645,8378,6853,446,64,81,8,926,267,5766,2233,42.9,4.3,11.7,5.9,35.0,48029161902,48,029,161902
1596,1566,1434,23,2,0,0,107,30,1248,303,40.1,6.7,13.8,4.9,34.5,48029162001,48,029,162001
3809,3778,3486,57,51,6,0,178,31,3115,611,48.1,5.7,8.1,2.9,35.2,48029162003,48,029,162003
2579,2579,2408,20,15,0,0,136,0,2121,423,47.9,3.8,10.4,3.5,34.4,48029162004,48,029,162004
3088,3088,2630,168,28,0,0,262,0,2836,102,38.6,7.7,6.2,5.5,42.0,48029170101,48,029,170101
2985,2953,2547,1,0,1,0,404,32,2839,136,39.9,4.9,17.0,6.8,31.5,48029170102,48,029,170102
4432,4375,4046,21,93,9,0,206,57,4370,49,33.8,6.7,8.8,9.5,41.2,48029170200,48,029,170200
5022,4972,4458,226,0,29,0,259,50,4605,222,29.4,8.2,11.3,5.4,45.7,48029170300,48,029,170300
3072,2943,2589,210,0,0,0,144,129,2691,210,38.0,6.8,13.6,5.2,36.4,48029170401,48,029,170401
4267,4160,3859,64,15,0,0,222,107,4132,72,27.2,8.2,12.4,5.8,46.3,48029170402,48,029,170402
3620,3617,3359,7,13,71,0,167,3,3035,504,40.9,8.9,17.7,3.3,29.2,48029170500,48,029,170500
3933,3871,3377,51,29,35,0,379,62,3688,200,39.9,4.3,9.8,4.7,41.3,48029170600,48,029,170600
4111,4111,3787,11,0,1,0,312,0,4053,57,35.7,6.5,7.3,6.0,44.5,48029170700,48,029,170700
1315,1312,1209,46,5,11,0,41,3,1162,96,40.7,8.7,6.8,7.3,36.4,48029170800,48,029,170800
3139,3134,2999,27,0,0,0,108,5,2944,168,29.2,7.8,11.9,5.5,45.5,48029170900,48,029,170900
4526,4507,4159,49,0,0,0,299,19,4455,22,29.5,5.1,14.9,8.7,41.8,48029171000,48,029,171000
3128,3108,3025,33,39,0,0,11,20,3025,70,35.8,6.7,10.9,4.4,42.2,48029171100,48,029,171100
3204,3076,2932,0,25,6,0,113,128,3102,90,40.6,7.1,10.9,4.3,37.1,48029171200,48,029,171200
2380,2346,1941,39,82,9,0,275,34,2243,98,31.9,6.9,11.9,6.2,43.0,48029171301,48,029,171301
4275,4205,3691,117,19,130,0,248,70,3500,562,28.2,4.8,9.1,2.1,55.7,48029171302,48,029,171302
3692,3628,3438,22,9,9,0,150,64,3484,186,44.9,5.3,5.3,1.9,42.6,48029171401,48,029,171401
4873,4817,4471,22,0,22,0,302,56,4675,113,38.9,8.8,10.8,5.4,36.2,48029171402,48,029,171402
1968,1968,1797,92,5,4,0,70,0,1806,70,39.4,7.9,9.2,6.9,36.7,48029171501,48,029,171501
4236,4231,3504,288,172,5,0,262,5,3861,77,34.4,8.5,13.3,5.8,38.0,48029171502,48,029,171502
3082,2981,2453,316,125,5,0,82,101,2802,14,34.7,5.9,20.1,2.1,37.1,48029171601,48,029,171601
3104,3096,2836,148,53,18,0,41,8,2681,218,27.0,8.4,10.7,2.9,51.0,48029171602,48,029,171602
6870,6306,5014,570,0,190,0,532,564,5051,744,44.8,5.8,15.9,3.2,30.3,48029171700,48,029,171700
4596,4504,4044,110,47,68,0,235,92,3820,546,42.2,4.6,9.0,5.3,38.9,48029171801,48,029,171801
5314,5304,4635,283,42,36,0,308,10,4545,590,33.4,3.6,25.6,0.4,37.0,48029171802,48,029,171802
10237,10056,7885,1241,83,148,0,699,181,6353,2173,36.0,4.4,13.8,2.3,43.5,48029171902,48,029,171902
5599,5383,4428,220,105,0,0,630,216,4956,422,35.3,8.3,18.2,4.7,33.5,48029171903,48,029,171903
6259,6076,4842,632,26,240,19,317,183,3953,1296,46.4,3.1,15.4,2.2,32.9,48029171912,48,029,171912
4868,4634,3705,369,74,56,0,430,234,3559,720,43.7,5.0,10.0,4.0,37.3,48029171913,48,029,171913
4767,4675,3930,440,17,24,23,241,92,3417,886,48.3,5.1,8.9,2.7,35.0,48029171914,48,029,171914
1765,1741,1270,246,4,30,0,191,24,1158,315,52.1,7.5,8.7,1.0,30.8,48029171915,48,029,171915
6741,6590,4951,1041,10,268,7,313,151,3542,1887,49.7,3.1,11.6,2.4,33.2,48029171916,48,029,171916
7619,7206,5358,676,0,669,0,503,413,4404,1728,53.6,1.6,8.8,3.3,32.7,48029171917,48,029,171917
4982,4840,3599,619,325,110,28,159,142,3137,1006,46.9,2.2,11.1,1.7,38.1,48029171918,48,029,171918
3671,3595,2714,385,0,25,171,300,76,2402,634,47.1,2.5,8.9,6.1,35.4,48029171919,48,029,171919
6965,6804,5786,433,0,101,0,484,161,5008,1372,46.0,3.7,9.0,3.3,38.0,48029171920,48,029,171920
3526,3364,2775,193,46,170,0,180,162,2602,484,52.2,2.7,9.2,1.1,34.7,48029171921,48,029,171921
2535,2373,2094,202,0,23,0,54,162,1532,657,49.2,2.3,8.6,2.3,37.6,48029171922,48,029,171922
8234,7991,6394,968,65,257,0,307,243,5172,1620,43.4,5.7,9.3,1.0,40.6,48029171923,48,029,171923
6304,5910,4575,694,87,283,0,271,394,3271,1739,43.7,1.6,8.9,2.9,42.9,48029171924,48,029,171924
7873,7397,6312,586,0,167,0,332,476,4581,2251,50.8,2.2,14.3,1.5,31.2,48029171925,48,029,171925
12877,12519,9095,1806,151,361,0,1106,358,6683,3630,56.8,3.8,9.5,2.0,28.0,48029172002,48,029,172002
3757,3643,2777,342,106,219,0,199,114,1744,1433,60.4,3.8,10.5,1.7,23.5,48029172003,48,029,172003
5742,5339,4429,549,12,129,0,220,403,1977,2786,59.8,5.4,8.7,0.6,25.5,48029172004,48,029,172004
6340,6156,4796,659,35,397,0,269,184,3116,2101,57.0,2.5,11.0,0.8,28.6,48029172005,48,029,172005
6784,6506,5131,726,151,173,0,325,278,3101,2609,61.0,4.3,10.0,0.6,24.1,48029172006,48,029,172006
8184,7840,5889,1046,97,254,0,554,344,4032,2710,55.4,2.3,9.2,1.9,31.1,48029172007,48,029,172007
4441,4371,4050,17,106,7,0,191,70,3467,910,39.4,4.0,12.7,2.1,41.7,48029180101,48,029,180101
1631,1598,1405,26,59,28,0,80,33,1131,455,49.2,4.8,8.3,1.0,36.8,48029180102,48,029,180102
4428,4370,3756,240,32,5,0,337,58,3766,530,33.0,11.0,15.8,4.4,35.9,48029180201,48,029,180201
4313,4264,3875,126,16,66,0,181,49,3353,701,31.4,5.9,20.0,2.1,40.6,48029180202,48,029,180202
3948,3784,3432,92,8,0,15,237,164,3381,445,32.5,9.6,14.8,6.9,36.3,48029180300,48,029,180300
3301,3223,3062,48,39,3,0,71,78,3035,187,38.8,5.7,10.5,1.2,43.9,48029180400,48,029,180400
4027,3966,3364,330,10,31,0,231,61,2999,662,35.9,9.6,14.2,5.4,34.9,48029180501,48,029,180501
4000,3911,3459,91,40,0,0,321,89,3571,338,40.8,5.1,10.6,2.5,41.1,48029180503,48,029,180503
3593,3395,3086,74,26,18,0,191,198,3277,224,37.6,6.3,10.0,2.8,43.3,48029180504,48,029,180504
3128,3102,2863,161,17,61,0,0,26,2020,886,35.0,11.4,11.2,3.4,39.0,48029180602,48,029,180602
1717,1714,1358,270,6,35,0,45,3,1003,409,41.2,3.3,13.9,2.0,39.6,48029180603,48,029,180603
5321,5198,4548,407,16,73,0,154,123,3727,1104,34.8,6.3,11.3,7.6,40.0,48029180604,48,029,180604
3661,3661,2986,281,53,172,0,169,0,1847,1332,30.0,5.9,14.8,4.1,45.2,48029180701,48,029,180701
5537,5473,4500,535,0,87,90,261,64,2859,1972,33.8,4.1,12.2,4.1,45.8,48029180702,48,029,180702
2525,2486,2227,139,27,0,0,93,39,1649,679,27.6,4.6,26.6,4.9,36.4,48029180800,48,029,180800
4877,4727,4475,9,29,20,0,194,150,3608,1193,40.0,4.1,15.8,2.7,37.5,48029180901,48,029,180901
6554,6424,6076,115,48,0,0,185,130,5396,929,32.6,7.1,10.5,3.3,46.5,48029180902,48,029,180902
2695,2674,2290,89,8,26,0,261,21,1809,763,40.9,6.8,16.7,1.0,34.7,48029181001,48,029,181001
6643,5903,4929,408,0,305,0,261,740,3583,1691,23.3,3.2,8.6,4.4,60.6,48029181003,48,029,181003
4365,4170,3136,394,4,317,0,319,195,2073,1445,35.3,2.8,6.6,1.4,53.9,48029181004,48,029,181004
3367,3277,2582,497,0,48,0,150,90,1962,807,32.4,2.4,10.6,2.2,52.4,48029181005,48,029,181005
5213,5107,4454,53,38,218,0,344,106,2367,2454,50.0,7.4,12.6,1.0,29.0,48029181100,48,029,181100
4814,4785,4263,113,0,260,0,149,29,1960,2468,46.7,7.0,12.2,0.0,34.1,48029181200,48,029,181200
3721,3480,2943,154,0,282,0,101,241,1956,1215,33.5,3.2,9.6,3.3,50.4,48029181301,48,029,181301
5845,5719,5028,485,0,118,0,88,126,3065,2094,34.9,2.5,13.8,2.0,46.7,48029181302,48,029,181302
2881,2735,2033,242,0,359,0,101,146,1414,804,38.6,4.7,15.0,3.0,38.8,48029181303,48,029,181303
2447,2419,1859,154,7,376,0,23,28,1009,871,18.1,4.8,14.3,3.2,59.5,48029181402,48,029,181402
5542,5371,3372,154,0,1660,0,185,171,2098,1475,30.7,6.8,13.8,3.0,45.7,48029181403,48,029,181403
4518,4233,2646,171,64,1289,17,46,285,1458,1337,44.4,5.2,10.3,4.0,36.1,48029181404,48,029,181404
7053,6896,5609,346,0,365,0,576,157,3381,2789,32.8,5.9,20.3,0.5,40.5,48029181503,48,029,181503
5720,5507,3764,965,16,452,0,310,213,2668,1474,33.9,4.7,12.7,3.3,45.4,48029181504,48,029,181504
4136,4097,3912,56,17,64,0,48,39,2543,1473,46.5,6.8,10.5,0.7,35.5,48029181505,48,029,181505
3509,3418,2946,217,0,171,0,84,91,2102,979,37.8,9.1,13.1,2.3,37.7,48029181506,48,029,181506
2846,2771,2588,68,0,0,0,115,75,2115,650,28.1,7.7,13.2,8.5,42.5,48029181601,48,029,181601
4713,4643,4092,227,91,68,81,84,70,4114,185,35.5,5.4,15.2,5.0,38.8,48029181602,48,029,181602
6364,6242,5437,76,12,186,72,459,122,2993,2986,53.9,5.5,10.3,0.4,29.8,48029181703,48,029,181703
5142,5092,4466,211,13,208,0,194,50,3756,917,45.3,6.5,9.1,2.2,37.0,48029181704,48,029,181704
4306,4222,3209,534,19,411,0,49,84,2425,916,42.8,4.4,12.2,2.1,38.5,48029181705,48,029,181705
6766,6609,5478,383,160,556,0,32,157,3588,2113,56.4,1.6,9.5,0.4,32.1,48029181711,48,029,181711
3483,3345,2836,216,24,41,0,228,138,1817,1356,48.3,6.4,12.7,0.7,32.0,48029181712,48,029,181712
6438,6206,5210,430,178,70,0,318,232,3661,2196,49.0,2.8,12.0,2.3,33.9,48029181713,48,029,181713
5202,5124,4565,224,0,61,0,274,78,3684,1277,42.0,4.4,14.5,2.7,36.4,48029181715,48,029,181715
7030,6774,6360,227,8,9,0,170,256,5296,1333,31.5,1.6,25.7,0.5,40.8,48029181716,48,029,181716
4552,4446,4076,211,6,44,0,109,106,1792,2476,49.9,5.0,10.0,2.6,32.5,48029181718,48,029,181718
3964,3919,3274,308,13,104,0,220,45,1911,1600,54.8,2.6,13.7,0.3,28.5,48029181720,48,029,181720
3257,3227,3012,49,40,104,0,22,30,1683,1392,50.6,2.5,8.2,1.7,37.1,48029181721,48,029,181721
4132,4002,3411,326,45,57,0,163,130,2307,1426,50.3,3.9,8.5,0.4,36.9,48029181722,48,029,181722
3757,3609,2792,260,23,112,14,408,148,2030,1236,52.4,3.1,8.6,2.0,33.9,48029181723,48,029,181723
4186,3988,3180,191,17,378,0,222,198,2136,1443,53.6,2.7,7.4,0.5,35.7,48029181724,48,029,181724
3819,3730,3203,343,15,46,0,123,89,2512,886,35.9,4.8,22.6,1.8,34.9,48029181725,48,029,181725
7190,6869,5241,421,96,251,0,860,321,4349,2062,48.2,1.7,10.3,1.3,38.6,48029181726,48,029,181726
3334,3226,2954,128,0,17,0,127,108,2582,588,46.0,4.4,11.1,2.8,35.7,48029181727,48,029,181727
8111,7805,6074,623,9,310,0,789,306,4724,2335,43.0,2.9,10.2,3.5,40.3,48029181728,48,029,181728
6290,6079,4373,879,137,304,73,313,211,3201,1868,62.4,2.3,6.3,1.5,27.5,48029181729,48,029,181729
3219,3078,2619,278,11,32,0,138,141,1945,880,47.3,2.0,12.6,3.1,34.9,48029181730,48,029,181730
6360,6174,5275,252,0,81,146,420,186,3518,2247,49.2,5.2,12.3,3.2,30.1,48029181731,48,029,181731
1424,1370,1087,10,0,165,0,108,54,488,707,51.8,4.7,11.0,1.6,30.8,48029181808,48,029,181808
5394,5224,4703,252,48,143,0,78,170,3306,1614,33.8,7.3,15.5,2.0,41.3,48029181809,48,029,181809
3494,3411,2943,190,8,20,80,170,83,2040,1149,53.1,2.6,11.1,1.8,31.4,48029181811,48,029,181811
6303,6114,4348,1083,40,560,0,83,189,2673,1875,32.6,2.6,8.7,2.9,53.1,48029181813,48,029,181813
6183,5984,4953,354,48,498,15,116,199,2921,2266,30.6,2.9,6.8,2.9,56.8,48029181814,48,029,181814
2844,2808,2104,278,0,154,0,272,36,1182,1230,46.6,5.7,10.4,0.0,37.3,48029181815,48,029,181815
3878,3779,3219,80,99,191,0,190,99,1731,1692,52.8,5.7,12.4,2.1,27.0,48029181816,48,029,181816
3167,3082,2596,78,6,280,0,122,85,1764,960,43.6,4.7,16.1,2.6,33.0,48029181817,48,029,181817
5123,5005,4124,243,0,562,0,76,118,2482,1874,40.4,6.5,13.3,3.1,36.7,48029181818,48,029,181818
5859,5623,4506,349,49,523,0,196,236,2729,2188,35.9,1.9,11.5,1.0,49.7,48029181819,48,029,181819
8161,7901,5189,1465,96,682,15,454,260,3698,2183,8.8,0.9,3.1,0.0,87.1,48029181820,48,029,181820
2874,2703,2169,170,22,64,0,278,171,1553,978,46.3,5.1,12.7,1.6,34.2,48029181821,48,029,181821
4247,4140,3687,92,74,82,0,205,107,2458,1515,37.4,5.0,17.1,1.8,38.8,48029181822,48,029,181822
2958,2750,1985,222,7,468,0,68,208,967,1141,27.9,0.7,3.1,0.1,68.3,48029181823,48,029,181823
2742,2694,2224,254,0,52,10,154,48,1173,1239,36.8,2.3,11.5,0.6,48.9,48029181824,48,029,181824
4278,4008,3196,156,14,456,0,186,270,1794,1821,46.1,5.6,10.3,0.6,37.4,48029181825,48,029,181825
6379,6062,5039,481,15,385,0,142,317,3012,2407,46.7,4.0,8.1,3.6,37.5,48029181826,48,029,181826
5396,5250,3488,474,0,848,47,393,146,2152,1779,26.4,3.4,4.7,0.6,65.0,48029181901,48,029,181901
6464,6293,5610,184,78,311,0,110,171,2139,3589,56.6,2.0,10.0,0.1,31.2,48029181902,48,029,181902
4539,4459,3759,159,29,275,44,193,80,1720,2297,51.0,4.8,8.2,0.3,35.6,48029182001,48,029,182001
8195,7947,6656,409,62,532,33,255,248,3421,3849,58.9,3.9,7.2,0.0,30.1,48029182002,48,029,182002
3612,3543,2558,237,55,382,0,311,69,1581,1451,59.9,2.2,8.5,0.0,29.4,48029182003,48,029,182003
9600,9344,8380,358,47,224,0,335,256,2297,6528,57.0,6.1,7.3,0.6,29.1,48029182101,48,029,182101
6095,5925,5489,107,0,206,25,98,170,1761,3854,66.5,4.1,9.3,0.4,19.7,48029182102,48,029,182102
2790,2688,2506,79,17,59,0,27,102,959,1613,67.9,4.2,7.1,1.0,19.8,48029182103,48,029,182103
4309,4144,3360,380,0,249,0,155,165,2153,1469,58.8,4.5,6.8,1.6,28.3,48029182105,48,029,182105
6122,5970,5346,91,19,229,0,285,152,2281,3429,61.3,4.7,8.3,0.0,25.7,48029182106,48,029,182106
3205,3168,2899,84,4,4,0,177,37,2474,634,35.0,10.0,14.4,4.8,35.9,48029190100,48,029,190100
4073,3915,3538,63,22,0,16,276,158,2339,1536,27.5,6.6,16.1,2.7,47.1,48029190200,48,029,190200
4023,3835,3320,185,6,204,0,120,188,1269,2217,18.8,2.7,6.1,1.1,71.3,48029190400,48,029,190400
2795,2764,2620,9,32,29,0,74,31,2513,273,39.2,4.4,8.9,1.0,46.4,48029190501,48,029,190501
3267,3245,2944,41,33,23,0,204,22,2562,602,33.6,3.3,15.9,1.7,45.5,48029190503,48,029,190503
2405,2375,2136,58,40,7,0,134,30,1834,489,41.3,3.8,15.3,2.7,36.8,48029190504,48,029,190504
3642,3559,3248,21,28,21,0,241,83,3110,490,44.0,7.6,7.6,2.8,38.0,48029190601,48,029,190601
2743,2616,2256,25,45,63,0,227,127,2349,239,34.3,4.8,15.4,4.8,40.6,48029190603,48,029,190603
3673,3589,3278,0,8,19,0,284,84,3406,248,37.7,5.8,12.2,6.0,38.4,48029190604,48,029,190604
2712,2710,2469,71,19,18,15,118,2,1717,879,32.0,2.5,14.7,4.6,46.1,48029190700,48,029,190700
1503,1477,1391,76,0,4,6,0,26,315,1099,57.6,2.7,6.8,1.1,31.9,48029190800,48,029,190800
4869,4675,3891,62,171,149,0,402,194,3234,1369,29.8,1.7,14.3,4.1,50.1,48029190901,48,029,190901
3564,3511,3120,154,73,23,17,124,53,2287,1015,44.6,3.2,17.1,1.5,33.6,48029190902,48,029,190902
6910,6781,5998,463,33,0,0,287,129,4912,1500,37.2,5.1,14.7,6.8,36.3,48029191003,48,029,191003
3566,3537,3147,154,24,124,0,88,29,2936,368,36.0,2.4,12.4,3.6,45.5,48029191004,48,029,191004
1884,1884,1728,6,35,0,0,115,0,1646,232,36.4,7.1,11.7,2.8,42.0,48029191005,48,029,191005
4933,4877,4702,160,15,0,0,0,56,4449,340,40.3,5.4,8.7,5.4,40.3,48029191006,48,029,191006
1784,1777,1707,11,0,53,0,6,7,722,991,60.5,5.6,7.5,0.0,26.3,48029191101,48,029,191101
1937,1935,1803,22,0,23,0,87,2,884,1007,50.1,8.7,11.6,4.0,25.7,48029191102,48,029,191102
3060,2991,2750,146,9,0,0,86,69,1398,1447,42.8,8.0,14.0,0.7,34.5,48029191201,48,029,191201
4552,4486,3908,131,18,16,32,381,66,2356,1933,37.1,7.9,15.2,4.7,35.1,48029191202,48,029,191202
1576,1504,1305,36,0,31,0,132,72,705,786,51.7,4.6,9.7,1.2,32.7,48029191303,48,029,191303
