S0601_C01_001E,S0601_C01_011E,S0601_C01_012E,S0601_C01_013E,S0601_C01_014E,S0601_C01_015E,S0601_C01_016E,S0601_C01_017E,S0601_C01_018E,S0601_C01_019E,S0601_C01_020E,S0601_C01_021E,S0601_C01_022E,S0601_C01_023E,S0601_C01_024E,S0601_C01_025E,S0601_C01_026E,S0601_C01_027E,S0601_C01_028E,S0601_C01_034E,S0601_C01_035E,S0601_C01_036E,S0601_C01_037E,S0601_C01_038E,S0601_C01_039E,S0601_C01_040E,S0601_C01_041E,S0601_C01_042E,S0601_C01_043E,S0601_C01_044E,S0601_C01_045E,S0601_C01_046E,S0601_C01_047E,S0601_C01_048E,FIPS,STATEFP,COUNTYFP,TRACTCE
4559,49.8,50.2,96.1,65.5,6.1,0.2,23.2,0.2,1.0,3.9,5.3,61.4,4384,26.8,18.8,8.0,3852,21.4,12.5,19.2,37.0,28.5,3852,7.2,6.7,5.7,8.0,11.0,7.5,4.4,32.3,53095,4559,48085031642,48,085,031642
5036,50.3,49.7,96.1,63.7,6.0,0.0,26.2,0.0,0.2,3.9,10.1,54.5,4749,32.6,19.8,12.8,4001,30.5,13.3,26.0,35.5,19.9,4001,8.2,5.7,12.8,10.1,12.3,10.3,2.6,21.7,41606,5036,48085031643,48,085,031643
1950,52.7,47.3,98.7,77.9,2.5,0.8,16.7,0.0,0.8,1.3,4.3,74.5,1833,19.3,13.1,6.2,1524,15.4,6.7,14.6,42.6,34.8,1524,8.7,3.5,4.5,10.4,3.8,6.0,2.2,43.8,82875,1950,48085031645,48,085,031645
6125,48.8,51.2,97.5,63.4,5.0,1.0,26.4,0.4,1.4,2.5,3.2,61.6,5870,33.9,26.7,7.2,4827,21.3,4.8,14.4,43.5,35.7,4827,8.4,3.9,3.4,4.4,7.0,8.6,3.0,44.5,82470,6125,48085031646,48,085,031646
3198,47.2,52.8,100.0,67.8,10.5,1.2,18.9,0.6,1.0,0.0,7.1,62.1,3058,28.9,18.2,10.7,2543,29.3,11.1,26.9,33.2,22.6,2543,6.7,5.3,5.4,6.8,16.6,10.7,2.6,29.0,50447,3184,48085031647,48,085,031647
7269,49.1,50.9,95.0,71.2,6.1,0.9,15.9,0.0,0.8,5.0,3.8,68.2,6973,25.1,20.1,5.0,5973,23.9,5.1,13.4,44.4,35.5,5973,12.7,2.2,2.6,7.1,10.3,5.9,3.2,36.8,63935,7269,48085031648,48,085,031648
4491,49.6,50.4,97.6,77.3,8.6,0.0,11.8,0.0,0.0,2.4,5.8,71.5,4389,20.5,13.2,7.3,4019,19.1,10.1,15.6,45.4,26.9,4019,13.6,3.9,7.1,8.6,8.4,6.6,3.4,38.3,58772,4481,48085031649,48,085,031649
7947,50.5,49.5,97.3,43.7,9.6,1.0,42.0,0.0,1.1,2.7,5.9,38.9,7521,44.6,23.7,20.9,6516,24.1,10.5,22.8,38.5,26.9,6516,9.2,4.8,6.6,6.2,11.8,8.8,4.8,30.6,53500,7889,48085031652,48,085,031652
7188,51.2,48.8,97.6,64.4,11.9,0.3,20.1,0.0,0.9,2.4,9.2,57.5,6861,34.5,27.9,6.6,6020,29.8,10.5,17.6,39.2,30.9,6020,8.4,4.4,11.1,6.4,6.0,6.5,6.9,30.7,58197,7188,48085031653,48,085,031653
3666,49.5,50.5,97.9,66.1,1.9,0.0,27.3,0.0,2.7,2.1,4.0,63.1,3481,27.2,22.4,4.8,2944,20.7,5.6,11.6,44.7,35.5,2944,11.0,1.2,2.9,4.9,7.6,7.2,4.7,41.7,78393,3666,48085031654,48,085,031654
4855,49.0,51.0,95.3,61.5,8.8,0.4,17.3,0.0,7.4,4.7,9.6,59.2,4660,27.9,21.1,6.8,4133,29.3,7.1,25.8,34.1,28.5,4133,12.6,6.3,7.6,8.7,13.3,12.9,2.0,27.5,48463,4772,48085031655,48,085,031655
2877,49.9,50.1,98.1,62.5,13.1,0.2,21.7,0.1,0.4,1.9,8.3,55.8,2746,26.6,18.7,7.9,2417,27.0,8.2,22.3,43.9,23.9,2417,8.1,4.1,4.6,9.1,10.8,12.5,2.7,34.5,55321,2877,48085031656,48,085,031656
3084,49.2,50.8,95.2,56.5,17.9,0.2,19.6,0.0,0.9,4.8,11.1,46.9,2941,28.1,17.5,10.6,2721,46.2,9.4,25.9,50.1,14.5,2721,8.6,1.6,7.8,5.7,15.3,11.0,9.1,28.3,56044,3084,48085031657,48,085,031657
4265,44.2,55.8,97.6,59.8,14.3,0.0,19.6,0.0,3.9,2.4,10.1,54.0,4211,26.5,20.4,6.0,3948,43.6,8.7,17.4,46.5,24.0,3948,11.0,3.2,8.6,5.9,12.3,10.1,9.5,29.2,55776,4265,48085031658,48,085,031658
2428,52.9,47.1,98.6,38.6,7.0,0.5,50.6,0.0,2.0,1.4,4.4,34.6,2331,59.9,27.1,32.8,2026,24.8,21.2,16.7,39.3,20.4,2026,4.3,4.5,9.3,11.2,9.9,5.8,6.0,21.8,47454,2428,48085031659,48,085,031659
4597,50.4,49.6,95.6,24.1,3.7,0.6,65.7,1.3,0.2,4.4,2.2,23.3,4077,61.3,30.9,30.4,3327,14.3,10.0,8.1,41.3,38.0,3327,4.0,1.8,2.8,3.9,6.1,9.9,5.4,39.1,78418,4597,48085031660,48,085,031660
3435,49.6,50.4,97.5,41.0,6.9,0.2,48.4,0.0,0.9,2.5,6.1,35.2,3222,53.5,40.1,13.4,2571,22.8,5.7,13.4,35.4,42.1,2571,8.9,3.4,7.2,4.2,6.0,7.5,3.2,40.7,75129,3435,48085031661,48,085,031661
4818,49.0,51.0,95.4,47.3,4.9,1.8,37.0,0.1,4.2,4.6,9.1,42.3,4588,46.3,31.8,14.4,3770,21.1,10.2,16.8,40.7,29.8,3770,9.1,5.5,7.6,3.8,9.7,11.4,3.3,34.7,55345,4818,48085031662,48,085,031662
3608,47.2,52.8,99.5,53.9,5.9,0.2,37.5,0.0,1.9,0.5,7.8,48.3,3442,42.4,28.2,14.3,2755,27.3,7.4,18.9,40.4,31.2,2755,8.5,2.7,4.8,3.3,8.0,9.3,7.1,36.6,71579,3608,48085031663,48,085,031663
3821,51.9,48.1,98.3,62.9,6.2,0.0,28.9,0.0,0.3,1.7,6.9,56.2,3716,45.5,34.3,11.1,3283,27.0,5.7,10.9,46.7,34.9,3283,14.7,2.4,5.8,5.2,7.9,3.9,3.0,35.2,61654,3821,48085031664,48,085,031664
3642,49.0,51.0,90.2,65.0,11.5,0.0,7.5,0.0,6.2,9.8,14.3,59.7,3483,19.0,14.2,4.8,3123,29.2,11.8,27.9,42.2,17.8,3123,7.0,7.0,9.0,9.6,13.4,10.8,3.8,30.7,49167,3635,48085031704,48,085,031704
2468,46.6,53.4,98.1,90.4,2.8,0.0,4.6,0.0,0.3,1.9,3.9,86.8,2319,15.8,12.9,2.9,2027,17.1,7.7,12.5,45.4,33.0,2027,10.8,4.2,3.7,5.7,3.8,11.1,2.8,41.9,74798,2468,48085031706,48,085,031706
4216,51.2,48.8,95.4,61.6,21.9,0.3,6.8,0.0,4.9,4.6,13.5,52.8,4051,27.0,19.3,7.7,3703,32.1,14.8,26.6,36.8,20.1,3703,9.5,4.6,12.3,12.7,14.2,10.9,6.0,21.7,40000,4216,48085031708,48,085,031708
4300,52.0,48.0,92.3,48.2,7.4,0.0,32.1,0.0,4.7,7.7,12.2,43.0,4050,39.3,25.3,14.0,3698,41.2,9.1,15.7,43.1,29.2,3698,9.5,8.3,6.6,7.4,9.1,8.3,2.3,28.9,49446,4300,48085031709,48,085,031709
3311,47.1,52.9,96.8,68.4,17.5,0.2,6.3,0.3,4.0,3.2,10.9,62.4,3114,15.0,12.4,2.6,2791,33.2,12.8,26.2,35.8,21.1,2791,5.4,4.2,8.0,9.2,12.2,11.6,5.6,31.6,55560,3304,48085031711,48,085,031711
5112,43.4,56.6,90.7,46.0,28.7,0.0,6.1,0.0,9.9,9.3,18.0,40.8,4717,19.4,13.2,6.2,4377,43.9,8.7,25.5,47.4,16.4,4377,6.9,4.1,10.2,11.9,19.4,17.6,4.4,22.4,44907,5112,48085031712,48,085,031712
4521,47.7,52.3,89.3,34.3,29.8,0.0,5.6,0.0,19.6,10.7,22.4,29.2,4259,33.1,14.8,18.3,3854,49.4,14.3,34.6,25.2,22.2,3854,7.2,2.1,7.2,18.8,15.9,17.6,4.9,16.3,43011,4521,48085031713,48,085,031713
6725,37.2,62.8,91.8,30.7,33.7,0.0,4.4,0.0,22.9,8.2,36.6,22.8,6182,36.6,13.2,23.3,5532,45.6,18.9,30.6,31.2,16.3,5532,8.1,4.7,15.2,14.4,21.1,15.0,2.9,6.4,35940,6701,48085031714,48,085,031714
2783,51.2,48.8,95.3,82.0,6.6,0.0,5.3,0.0,1.4,4.7,13.8,70.1,2592,22.6,11.1,11.6,2362,23.8,8.4,24.5,40.0,27.0,2362,7.5,2.8,11.8,11.6,8.5,11.4,4.3,34.5,56176,2783,48085031715,48,085,031715
2500,42.9,57.1,91.0,65.5,7.7,0.3,10.5,0.8,6.2,9.0,12.2,60.2,2403,30.7,21.8,8.8,2265,35.4,13.6,31.6,33.9,20.3,2265,9.5,2.1,8.3,11.7,13.4,14.1,2.5,27.2,49289,2500,48085031716,48,085,031716
1923,47.6,52.4,93.8,51.4,8.8,0.2,19.8,0.0,13.6,6.2,20.8,45.0,1854,42.3,28.0,14.3,1631,45.0,12.3,26.6,38.5,20.7,1631,10.6,5.1,7.1,7.2,17.5,10.2,7.3,26.5,46968,1923,48085031717,48,085,031717
2640,50.8,49.2,94.7,72.2,2.3,0.3,13.3,1.7,5.0,5.3,13.8,67.0,2546,21.7,14.7,7.0,2250,33.1,9.8,24.0,35.4,29.2,2250,13.9,7.0,10.8,11.9,7.5,8.9,3.2,24.8,36518,2620,48085031718,48,085,031718
1830,48.5,51.5,97.1,64.3,5.0,0.0,26.4,0.7,0.7,2.9,5.4,59.3,1738,32.5,18.5,13.9,1598,31.7,10.7,18.4,38.3,27.9,1598,9.4,4.5,7.7,11.0,8.9,10.4,4.5,28.8,52083,1830,48085031719,48,085,031719
4640,54.2,45.8,96.7,16.2,11.6,0.0,41.7,0.2,26.9,3.3,31.2,11.9,4380,67.8,25.0,42.8,3956,70.6,7.7,14.4,25.5,30.5,3956,26.6,7.8,19.2,11.1,6.5,2.1,4.3,4.1,18681,4627,48085031720,48,085,031720
7372,50.5,49.5,98.5,73.5,6.3,1.8,13.5,0.0,3.5,1.5,14.7,62.8,7073,28.1,14.1,14.0,6285,42.7,20.2,26.2,31.3,14.6,6285,17.1,6.3,7.6,11.3,9.2,8.8,2.3,14.5,29885,7368,48085031802,48,085,031802
6564,51.7,48.3,97.1,75.5,4.5,1.0,14.7,0.0,1.3,2.9,18.2,60.8,6350,25.4,16.8,8.6,6191,58.7,9.2,23.7,40.6,22.6,6191,25.9,5.5,7.7,5.5,12.0,5.5,3.6,18.2,30155,5210,48085031804,48,085,031804
5127,49.8,50.2,99.3,86.6,0.7,1.3,9.8,0.0,0.9,0.7,6.4,81.0,4781,13.2,8.7,4.5,4446,20.0,7.1,25.2,38.0,27.7,4446,10.3,5.2,7.6,8.0,8.8,12.5,8.6,30.4,58135,5102,48085031805,48,085,031805
2676,52.1,47.9,94.5,27.3,12.9,0.5,51.8,0.3,1.7,5.5,11.8,19.5,2425,53.3,24.6,28.7,2191,53.4,9.6,13.9,45.7,30.8,2191,5.6,2.8,4.8,9.3,8.8,12.1,9.8,19.4,58516,2676,48085031806,48,085,031806
4699,46.2,53.8,98.0,87.2,2.0,0.2,8.1,0.0,0.5,2.0,8.3,81.2,4512,18.4,11.7,6.6,4179,20.5,12.6,30.1,39.7,14.1,4179,9.4,7.1,14.5,11.1,11.3,9.3,5.1,22.3,37979,4699,48085031807,48,085,031807
7515,55.8,44.2,95.9,66.7,18.2,1.3,6.6,0.1,3.0,4.1,35.1,35.5,7116,40.2,21.7,18.5,6359,45.0,16.5,27.5,27.2,8.8,6359,8.2,7.0,14.9,12.4,12.8,13.3,2.3,19.1,37409,7391,48085031900,48,085,031900
5448,51.3,48.7,96.7,81.4,5.1,2.9,2.2,0.0,5.1,3.3,62.5,27.8,5064,63.6,29.2,34.4,4434,40.8,22.7,24.3,10.1,5.9,4434,13.6,5.4,24.3,15.1,12.5,3.9,1.9,6.2,23062,5448,48085032003,48,085,032003
7961,51.6,48.4,98.0,85.5,10.0,0.1,0.0,0.0,2.3,2.0,56.4,31.4,7160,44.7,27.6,17.2,5784,44.9,22.5,37.9,13.5,6.1,5784,10.5,7.0,18.3,17.4,9.3,10.3,3.8,8.0,28827,7938,48085032004,48,085,032004
4484,50.3,49.7,96.7,72.5,9.5,0.2,10.6,0.2,3.8,3.3,23.7,52.7,4346,29.8,17.7,12.1,3932,32.6,18.9,29.0,28.2,16.7,3932,12.5,8.4,9.2,9.2,13.4,13.0,3.7,19.5,45085,4407,48085032008,48,085,032008
6755,51.9,48.1,98.9,66.2,8.2,1.6,22.8,0.0,0.0,1.1,5.7,60.5,6581,27.1,18.0,9.1,5875,28.5,8.5,22.8,40.8,26.3,5875,12.2,5.2,5.8,3.7,5.1,10.1,7.2,33.6,64324,6601,48085032009,48,085,032009
6163,50.2,49.8,95.2,63.9,18.2,0.4,11.6,0.4,0.7,4.8,34.7,32.3,5847,49.9,21.5,28.4,4739,39.9,21.6,27.9,27.1,7.7,4739,10.6,3.6,9.7,13.5,21.2,10.1,3.5,7.7,36334,6142,48085032010,48,085,032010
7623,48.9,51.1,97.8,53.9,8.7,0.2,33.9,1.0,0.0,2.2,5.7,48.2,7189,40.6,22.6,17.9,5875,24.5,11.5,16.7,39.8,29.6,5875,13.3,5.0,6.2,6.4,8.4,7.9,1.2,33.4,53513,7623,48085032011,48,085,032011
4299,54.1,45.9,97.2,85.2,8.0,0.3,0.7,0.0,3.0,2.8,63.9,24.2,3899,57.5,28.0,29.5,3166,37.1,25.0,19.4,17.2,4.0,3166,17.7,9.4,17.2,16.9,6.1,7.0,2.7,5.4,23039,4299,48085032012,48,085,032012
6359,51.0,49.0,95.7,58.6,13.3,0.0,21.9,0.2,1.7,4.3,38.7,21.4,5998,58.6,36.3,22.3,5078,36.4,17.2,22.1,24.4,15.1,5078,13.4,7.3,13.6,7.1,10.0,7.7,2.9,17.3,32010,6359,48085032013,48,085,032013
2969,50.3,49.7,96.9,76.9,9.2,2.1,0.0,0.0,8.7,3.1,28.8,60.1,2782,23.4,16.4,7.0,2333,23.2,25.9,27.7,17.0,3.3,2333,20.3,13.4,15.0,14.7,7.4,6.7,3.2,8.7,21048,2904,48087950300,48,087,950300
4648,48.9,51.1,96.2,59.1,17.6,0.8,0.0,0.0,18.7,3.8,52.6,26.7,4405,38.9,26.8,12.1,3647,41.4,36.5,24.1,7.8,6.7,3647,14.9,8.3,14.1,12.1,13.8,6.7,2.0,5.8,25869,4635,48089750100,48,089,750100
1983,48.9,51.1,96.6,72.2,16.3,0.0,0.0,0.0,8.1,3.4,29.5,54.6,1893,26.0,24.2,1.8,1635,23.4,39.2,26.9,9.2,4.3,1635,10.0,16.1,22.0,15.4,14.8,6.3,0.9,5.9,23587,1978,48089750200,48,089,750200
5310,53.1,46.9,99.6,73.5,14.2,0.3,0.1,0.0,11.5,0.4,22.0,63.4,5035,15.8,11.6,4.2,4360,27.2,34.1,30.1,15.1,5.6,4360,14.0,7.5,16.5,9.7,16.0,6.2,2.3,14.0,30716,5237,48089750300,48,089,750300
5502,47.0,53.0,97.5,78.7,7.9,0.0,0.0,0.0,10.9,2.5,21.8,67.8,4927,13.8,5.2,8.5,4207,23.4,30.9,29.0,21.7,5.8,4207,8.3,7.1,17.4,21.5,13.3,9.9,2.5,8.5,30827,5310,48089750400,48,089,750400
3781,51.4,48.6,100.0,82.2,10.9,0.3,0.1,0.0,6.6,0.0,24.2,64.9,3574,17.2,12.3,4.9,3141,29.9,34.8,27.3,16.7,6.0,3141,13.4,8.6,10.9,15.2,14.2,12.4,1.8,11.6,30965,3627,48089750500,48,089,750500
4218,47.7,52.3,96.3,90.6,1.4,0.4,1.4,0.0,2.4,3.7,33.4,61.4,3888,26.3,21.1,5.2,3367,31.1,21.6,34.4,23.9,12.8,3367,13.5,5.8,9.2,13.3,12.3,13.0,3.1,18.8,37209,4208,48091310100,48,091,310100
4345,47.4,52.6,98.4,90.8,0.9,0.3,0.9,0.0,5.5,1.6,42.6,55.0,4068,24.4,18.5,5.9,3569,34.9,29.6,27.0,23.3,6.4,3569,15.4,6.6,16.6,18.1,11.7,8.5,5.1,9.1,27582,4311,48091310200,48,091,310200
8013,44.7,55.3,99.4,97.0,0.8,0.9,0.0,0.0,0.7,0.6,20.5,78.2,7461,14.6,12.6,2.0,6662,24.2,28.1,20.6,29.8,14.2,6662,16.8,8.6,12.0,14.6,9.8,10.7,3.8,17.2,29760,7668,48091310300,48,091,310300
5704,52.5,47.5,97.6,91.4,1.9,0.4,0.0,0.0,4.0,2.4,70.7,27.2,5122,45.3,36.2,9.1,4571,35.0,34.2,27.9,8.7,2.2,4571,18.1,6.3,10.8,18.9,19.0,6.7,1.3,3.6,29664,5264,48091310401,48,091,310401
7473,47.5,52.5,97.3,91.5,1.6,0.3,3.5,0.0,0.3,2.7,28.0,64.2,6894,22.5,18.4,4.0,5838,24.9,19.4,36.1,25.9,12.5,5838,13.2,7.7,11.1,11.2,17.5,9.8,5.2,14.9,37254,7473,48091310403,48,091,310403
4885,45.2,54.8,95.3,93.7,0.5,1.0,0.1,0.0,0.0,4.7,43.7,53.0,4618,30.6,20.7,9.9,3770,28.5,36.8,31.7,13.3,5.2,3770,16.9,7.1,16.8,13.4,11.0,10.5,1.9,8.7,26279,4885,48091310404,48,091,310404
5016,47.5,52.5,98.6,91.9,2.0,0.6,3.3,0.0,0.8,1.4,46.4,47.2,4591,28.1,24.1,4.0,3700,30.2,36.8,26.1,22.6,4.0,3700,10.4,12.8,17.5,14.0,14.3,7.9,2.2,9.4,28051,5016,48091310501,48,091,310501
6267,52.5,47.5,97.7,88.9,4.5,0.1,0.5,0.0,3.7,2.3,45.0,48.0,5813,23.7,19.1,4.6,4881,36.3,37.5,34.8,10.9,5.9,4881,12.8,13.7,16.8,13.5,12.8,11.4,2.8,6.6,26915,6245,48091310502,48,091,310502
5046,45.6,54.4,98.5,92.1,0.5,0.0,4.6,0.0,1.3,1.5,18.2,75.9,4893,12.7,9.9,2.8,4323,23.1,25.2,30.8,24.4,14.7,4323,10.5,6.9,8.2,9.8,15.3,15.7,4.0,20.8,45173,5046,48091310503,48,091,310503
3829,47.7,52.3,97.9,91.5,3.1,0.1,0.8,0.0,2.5,2.1,14.1,80.4,3705,12.2,8.7,3.5,3351,15.8,29.8,39.9,18.6,7.1,3351,13.5,11.0,14.2,9.3,11.4,13.4,3.7,12.3,29879,3829,48091310603,48,091,310603
2964,53.7,46.3,93.2,81.2,0.0,0.0,0.3,0.0,11.7,6.8,21.0,75.8,2725,6.5,4.4,2.1,2476,16.3,32.0,30.3,22.3,11.3,2476,12.0,5.2,15.0,8.8,14.5,12.4,6.7,16.8,40081,2964,48091310604,48,091,310604
5781,53.1,46.9,97.4,92.5,0.5,0.0,0.0,0.0,4.4,2.6,24.3,73.0,5520,19.2,12.8,6.4,4763,24.3,28.7,35.9,15.4,9.5,4763,11.0,5.2,14.0,11.6,11.4,12.8,2.7,14.8,34837,5781,48091310605,48,091,310605
5281,47.0,53.0,96.3,89.4,4.3,0.0,0.9,0.0,1.8,3.7,16.3,75.8,4886,9.6,6.1,3.5,4350,21.4,27.3,36.0,19.0,9.7,4350,14.1,7.5,10.4,11.9,14.6,8.3,4.3,16.3,34261,5234,48091310606,48,091,310606
4778,50.8,49.2,99.5,94.5,0.0,0.0,1.7,0.0,3.4,0.5,16.5,81.4,4723,13.0,8.8,4.2,4544,20.0,20.9,36.8,19.2,16.0,4544,11.8,6.1,14.6,11.2,13.8,7.4,3.5,20.1,35368,4717,48091310607,48,091,310607
3729,49.0,51.0,99.5,96.6,0.0,0.3,0.0,0.0,2.7,0.5,27.2,72.1,3621,13.8,9.9,3.9,3056,28.3,35.3,33.3,15.5,5.1,3056,17.4,13.9,12.1,10.5,11.2,5.0,1.2,10.7,22798,3697,48091310608,48,091,310608
6684,47.8,52.2,99.9,91.7,0.2,0.2,0.5,0.0,7.2,0.1,14.2,85.0,6470,13.3,11.2,2.1,5448,19.1,23.4,28.7,34.2,10.1,5448,11.5,4.9,9.7,8.2,10.3,11.9,4.0,24.8,47054,6650,48091310701,48,091,310701
5081,50.6,49.4,99.1,95.7,0.2,0.3,0.0,0.0,3.0,0.9,23.7,75.9,4873,14.0,11.0,3.0,4573,18.5,22.0,33.7,24.0,15.0,4573,13.9,7.7,9.9,9.6,6.2,12.7,5.2,25.8,46520,5060,48091310702,48,091,310702
6550,52.7,47.3,97.6,97.1,0.3,0.0,0.0,0.0,0.1,2.4,18.9,79.2,6343,8.1,7.0,1.1,5303,21.2,14.1,35.3,26.8,22.2,5303,9.4,6.5,8.9,7.0,10.7,9.2,4.8,31.9,52486,6550,48091310703,48,091,310703
7100,52.0,48.0,94.4,82.3,0.3,0.4,0.8,0.0,10.6,5.6,32.0,61.3,6899,22.0,12.2,9.8,5790,28.8,25.0,29.5,26.7,11.1,5790,12.1,5.9,13.2,9.5,8.4,6.1,4.9,20.9,34884,7100,48091310704,48,091,310704
6587,50.7,49.3,94.0,84.4,6.5,0.4,2.4,0.0,0.3,6.0,15.4,69.7,6331,11.2,9.2,2.0,5449,20.4,10.4,21.2,33.6,31.6,5449,12.3,4.6,9.4,5.1,9.1,6.7,5.3,34.3,58327,6531,48091310801,48,091,310801
9239,49.7,50.3,98.8,83.6,8.5,0.0,0.9,0.4,5.4,1.2,35.4,54.4,8578,23.6,14.7,8.9,7148,24.7,24.3,26.5,30.3,11.6,7148,14.1,5.6,9.6,8.4,11.4,11.2,3.9,20.2,40161,9212,48091310802,48,091,310802
7577,50.1,49.9,97.2,92.5,2.1,0.0,2.1,0.0,0.6,2.8,8.3,84.8,7091,5.8,4.1,1.7,5890,21.3,14.1,29.5,34.5,21.1,5890,17.0,5.4,6.1,7.3,8.3,6.5,4.2,32.1,47500,7553,48091310901,48,091,310901
9789,50.3,49.7,98.8,89.1,1.8,0.5,1.1,0.0,6.2,1.2,31.1,63.1,9142,20.8,17.3,3.5,7967,26.4,28.1,30.3,23.0,10.2,7967,14.2,4.5,12.7,11.0,14.3,14.1,2.9,14.5,36754,9776,48091310902,48,091,310902
5706,49.7,50.3,98.4,95.2,1.5,0.0,0.7,0.2,0.7,1.6,11.9,84.6,5203,7.8,6.8,0.9,4509,16.4,14.6,32.5,32.5,18.8,4509,9.3,4.3,5.8,6.5,6.8,14.7,4.4,32.9,59593,5706,48091310903,48,091,310903
4050,47.8,52.2,98.0,94.8,1.1,0.9,0.2,0.0,1.0,2.0,20.0,76.6,3815,16.0,9.9,6.1,3372,19.1,36.9,28.3,16.5,6.5,3372,12.9,7.2,18.8,13.3,13.9,7.2,3.0,8.8,26561,3959,48093950100,48,093,950100
3313,47.6,52.4,98.8,94.6,0.0,1.9,1.2,0.0,1.1,1.2,10.8,84.8,3183,8.7,6.3,2.4,2754,12.0,33.3,37.2,11.5,9.3,2754,12.0,6.7,17.1,13.4,13.9,14.1,4.8,8.0,31199,3313,48093950200,48,093,950200
4310,53.0,47.0,100.0,91.0,3.1,0.0,0.3,0.0,5.6,0.0,45.6,53.2,4048,37.3,25.9,11.4,3447,26.0,34.7,23.0,11.6,6.1,3447,17.3,10.2,18.5,8.5,18.7,7.2,2.0,6.8,23060,4120,48093950300,48,093,950300
1856,53.8,46.2,98.8,96.3,0.1,0.0,1.1,0.0,1.3,1.2,34.5,64.2,1713,24.2,12.5,11.7,1484,22.1,34.1,30.5,17.5,1.5,1484,16.2,11.7,9.7,21.2,10.2,10.2,1.3,8.0,28613,1832,48093950400,48,093,950400
3266,64.2,35.8,99.7,96.7,1.3,0.4,0.4,0.0,1.0,0.3,45.1,52.8,3172,35.3,8.3,27.0,2856,31.3,30.8,24.1,9.7,3.3,2856,16.6,7.9,11.1,10.9,9.5,6.0,1.1,7.0,24384,2195,48095950300,48,095,950300
6268,51.1,48.9,95.3,91.9,1.9,1.0,0.2,0.0,0.3,4.7,14.3,78.2,5853,14.6,12.4,2.1,5173,23.9,38.1,35.3,8.9,4.0,5173,9.7,8.5,13.4,19.6,12.7,8.8,2.5,10.9,31447,5940,48097000100,48,097,000100
4846,50.5,49.5,99.6,96.7,0.1,0.4,0.6,0.0,1.8,0.4,5.1,92.3,4576,5.7,4.6,1.1,3933,22.7,26.8,34.9,21.2,10.3,3933,13.2,4.5,11.8,12.0,14.8,8.7,6.8,19.6,38375,4770,48097000200,48,097,000200
1950,47.9,52.1,99.1,78.4,14.3,1.6,2.1,0.0,2.8,0.9,26.4,55.1,1818,20.0,12.2,7.8,1632,33.1,36.6,28.5,10.3,5.9,1632,22.5,10.6,22.8,15.6,10.4,5.2,1.3,2.6,21094,1749,48097000400,48,097,000400
3876,51.7,48.3,91.6,86.4,2.4,0.8,1.3,0.0,0.7,8.4,37.5,55.3,3402,27.4,17.3,10.1,2705,34.2,36.9,31.3,6.3,2.0,2705,13.3,10.5,21.7,12.2,11.6,7.6,1.0,3.5,22519,3744,48097000500,48,097,000500
5036,48.6,51.4,96.9,87.2,5.8,1.1,1.6,0.1,1.0,3.1,32.8,56.2,4639,29.8,16.5,13.3,3758,30.2,34.8,31.0,9.3,5.2,3758,14.7,8.6,16.3,13.7,17.0,9.3,2.3,4.7,27734,4970,48097000600,48,097,000600
7289,49.4,50.6,99.4,98.8,0.0,0.0,0.0,0.3,0.3,0.6,2.5,96.5,7019,1.9,0.7,1.1,6355,17.2,25.4,34.7,23.2,9.2,6355,10.0,6.0,12.3,12.1,10.6,8.6,5.8,20.8,36751,7277,48097000700,48,097,000700
4969,48.6,51.4,98.6,97.4,0.2,0.2,0.2,0.0,0.5,1.4,10.7,87.4,4719,5.0,3.7,1.4,3979,18.2,29.7,37.3,14.7,7.2,3979,11.6,8.2,13.9,11.7,15.4,8.6,5.8,14.4,34088,4964,48097000900,48,097,000900
5807,48.5,51.5,96.6,85.5,5.6,2.0,2.1,0.0,1.4,3.4,30.7,58.0,5284,26.1,13.4,12.7,4680,29.0,31.0,31.5,8.9,7.3,4680,21.6,4.3,12.6,14.7,17.9,7.0,5.7,6.5,28093,5695,48097001100,48,097,001100
4152,50.0,50.0,94.4,91.0,0.3,1.7,0.2,0.0,1.2,5.6,19.9,73.7,3857,14.9,11.5,3.4,3103,17.2,29.4,40.6,9.1,8.4,3103,11.0,8.1,15.2,13.6,14.7,11.3,4.0,12.0,32976,4141,48099010101,48,099,010101
3352,47.3,52.7,97.5,96.0,0.1,0.1,0.5,0.0,0.7,2.5,6.7,90.5,3250,6.6,4.2,2.3,2778,14.9,28.0,39.4,11.8,10.1,2778,9.8,6.9,15.2,14.9,11.0,13.4,2.9,13.0,32379,3352,48099010102,48,099,010102
7878,36.8,63.2,79.6,52.7,26.2,0.1,0.5,0.1,0.2,20.4,27.6,31.0,7867,21.7,16.9,4.9,7840,47.3,30.8,35.5,3.7,1.2,7840,28.6,2.0,3.0,1.3,0.4,0.2,0.0,0.1,"2,500-",260,48099010201,48,099,010201
4845,49.5,50.5,98.3,92.5,4.0,0.1,1.1,0.0,0.7,1.7,10.3,83.5,4480,6.1,5.4,0.7,3904,25.6,31.4,37.4,11.3,7.1,3904,15.0,8.3,15.1,10.8,21.4,8.2,0.7,8.6,30199,4751,48099010202,48,099,010202
2546,38.4,61.6,91.3,83.4,5.5,0.0,1.0,0.0,1.4,8.7,20.3,66.4,2335,14.0,10.4,3.6,2056,29.3,31.5,38.1,7.6,1.3,2056,25.9,9.2,14.7,10.2,9.7,5.4,0.6,3.4,17650,2010,48099010300,48,099,010300
