S1501_C01_001E,S1501_C01_002E,S1501_C01_003E,S1501_C01_004E,S1501_C01_005E,S1501_C01_006E,S1501_C01_007E,S1501_C01_008E,S1501_C01_009E,S1501_C01_010E,S1501_C01_011E,S1501_C01_012E,S1501_C01_013E,S1501_C01_014E,FIPS,STATEFP,COUNTYFP,TRACTCE
563,28,255,196,84,3526,128,140,629,880,145,993,611,3258,48439105505,48,439,105505
394,30,73,151,140,5327,73,17,653,671,265,2059,1589,5237,48439105507,48,439,105507
638,0,321,294,23,5079,61,118,1108,1009,513,1369,901,4900,48439105508,48,439,105508
466,11,160,281,14,5440,146,303,1836,1184,402,1028,541,4991,48439105510,48,439,105510
538,68,351,119,0,3882,241,199,1267,1216,183,426,350,3442,48439105511,48,439,105511
338,65,123,116,34,3463,153,235,788,731,173,863,520,3075,48439105512,48,439,105512
460,117,94,141,108,1947,35,34,645,571,107,289,266,1878,48439105513,48,439,105513
441,23,183,137,98,1885,48,82,642,313,230,409,161,1755,48439105514,48,439,105514
529,94,102,311,22,3605,199,428,993,719,315,674,277,2978,48439105600,48,439,105600
298,45,107,128,18,2893,170,177,915,703,134,472,322,2546,48439105701,48,439,105701
335,36,271,28,0,2588,147,166,1064,520,181,439,71,2275,48439105703,48,439,105703
1045,84,353,455,153,5150,743,246,2206,952,338,472,193,4161,48439105704,48,439,105704
376,59,179,138,0,2665,670,378,964,389,110,50,104,1617,48439105800,48,439,105800
449,114,239,93,3,2232,564,424,811,304,51,78,0,1244,48439105901,48,439,105901
549,296,174,57,22,4196,926,902,1336,723,84,183,42,2368,48439105902,48,439,105902
1151,149,448,538,16,5224,731,650,1955,1059,348,333,148,3843,48439106001,48,439,106001
253,83,158,12,0,2294,215,346,1077,365,167,55,69,1733,48439106002,48,439,106002
565,162,111,184,108,4000,335,396,1190,1212,285,451,131,3269,48439106004,48,439,106004
93,28,43,22,0,1134,75,180,389,342,29,87,32,879,48439106101,48,439,106101
314,52,153,73,36,2684,449,317,1014,463,193,130,118,1918,48439106102,48,439,106102
410,73,123,214,0,2292,133,487,1096,326,204,34,12,1672,48439106201,48,439,106201
524,228,212,84,0,3069,253,708,906,834,182,116,70,2108,48439106202,48,439,106202
218,53,100,60,5,2099,247,291,884,453,133,83,8,1561,48439106300,48,439,106300
213,76,111,26,0,2226,396,533,595,304,146,164,88,1297,48439106400,48,439,106400
188,14,100,74,0,2225,114,114,534,760,136,436,131,1997,48439106502,48,439,106502
395,222,32,141,0,3521,193,171,1168,914,373,574,128,3157,48439106503,48,439,106503
233,9,72,101,51,1630,26,92,365,369,120,423,235,1512,48439106507,48,439,106507
479,76,158,175,70,3604,105,231,505,848,322,1005,588,3268,48439106509,48,439,106509
692,0,247,340,105,5903,114,325,1169,1462,616,1669,548,5464,48439106510,48,439,106510
586,141,142,164,139,5930,475,402,1616,1477,314,1217,429,5053,48439106511,48,439,106511
378,98,73,180,27,3235,57,328,740,901,237,682,290,2850,48439106512,48,439,106512
411,68,66,246,31,2020,41,186,652,537,204,284,116,1793,48439106513,48,439,106513
331,148,38,66,79,3829,94,203,935,1426,449,480,242,3532,48439106514,48,439,106514
325,49,86,181,9,2809,131,295,552,858,221,482,270,2383,48439106515,48,439,106515
747,112,339,256,40,3338,309,413,1113,865,151,313,174,2616,48439106516,48,439,106516
789,63,202,437,87,5769,197,294,1409,1577,581,1297,414,5278,48439106517,48,439,106517
526,112,64,211,139,4351,52,198,650,809,377,1558,707,4101,48439106518,48,439,106518
531,62,281,179,9,1205,45,83,370,495,47,129,36,1077,48439106600,48,439,106600
174,23,14,90,47,1421,30,111,368,431,257,165,59,1280,48439106700,48,439,106700
729,159,207,282,81,4497,285,353,1890,1155,309,243,262,3859,48439110101,48,439,110101
234,124,83,27,0,2381,305,392,848,463,168,161,44,1684,48439110102,48,439,110102
502,62,142,254,44,2786,705,348,989,451,118,112,63,1733,48439110202,48,439,110202
891,148,216,429,98,5151,328,501,1793,1246,336,633,314,4322,48439110203,48,439,110203
559,0,242,275,42,4484,483,483,1647,1005,357,332,177,3518,48439110204,48,439,110204
515,145,281,89,0,2354,487,331,875,363,70,181,47,1536,48439110301,48,439,110301
340,45,170,125,0,2843,451,417,1138,465,113,174,85,1975,48439110302,48,439,110302
186,64,92,30,0,3586,220,330,1452,787,386,310,101,3036,48439110401,48,439,110401
367,0,107,188,72,3381,351,450,1704,459,226,179,12,2580,48439110402,48,439,110402
715,96,318,272,29,5604,428,856,1919,1289,360,589,163,4320,48439110500,48,439,110500
224,31,79,74,40,1759,76,84,452,444,179,376,148,1599,48439110600,48,439,110600
849,201,254,301,93,4397,40,310,1948,952,197,814,136,4047,48439110701,48,439,110701
413,60,202,151,0,3708,98,312,1696,727,437,343,95,3298,48439110703,48,439,110703
417,46,225,125,21,3246,260,526,1222,687,191,265,95,2460,48439110704,48,439,110704
492,60,57,313,62,4398,48,227,1676,1165,337,722,223,4123,48439110805,48,439,110805
353,17,209,107,20,3764,118,147,845,881,404,992,377,3499,48439110806,48,439,110806
633,128,208,297,0,4814,326,383,952,1275,555,892,431,4105,48439110807,48,439,110807
255,4,42,91,118,2462,33,31,238,309,118,1061,672,2398,48439110808,48,439,110808
72,8,37,10,17,1672,22,34,266,399,119,493,339,1616,48439110809,48,439,110809
374,4,203,106,61,3261,28,88,760,885,175,853,472,3145,48439110901,48,439,110901
132,4,4,87,37,1160,0,9,100,258,48,426,319,1151,48439110903,48,439,110903
220,32,63,95,30,3572,30,49,853,1049,353,907,331,3493,48439110905,48,439,110905
261,70,93,98,0,3261,122,185,891,1127,180,460,296,2954,48439110906,48,439,110906
228,39,55,110,24,2591,55,79,477,676,183,780,341,2457,48439110907,48,439,110907
264,43,156,53,12,1945,112,204,515,413,182,301,218,1629,48439111003,48,439,111003
994,57,526,382,29,6087,224,918,2180,1178,637,688,262,4945,48439111005,48,439,111005
987,112,425,399,51,6162,340,235,1781,1825,702,977,302,5587,48439111008,48,439,111008
99,15,26,51,7,2517,40,120,588,727,96,501,445,2357,48439111010,48,439,111010
930,122,436,335,37,6234,417,172,1527,1905,457,1295,461,5645,48439111011,48,439,111011
1038,88,467,451,32,5674,260,266,2154,1274,419,726,575,5148,48439111012,48,439,111012
1070,96,343,581,50,6270,252,421,1963,1877,590,746,421,5597,48439111013,48,439,111013
209,31,110,68,0,1616,29,67,681,381,172,236,50,1520,48439111015,48,439,111015
791,57,384,307,43,7115,55,195,1976,1737,814,1481,857,6865,48439111016,48,439,111016
1016,17,215,585,199,8456,286,187,1569,1822,575,2269,1748,7983,48439111017,48,439,111017
310,23,101,131,55,1596,14,21,335,508,146,381,191,1561,48439111018,48,439,111018
670,112,204,318,36,3796,584,360,1335,761,313,266,177,2852,48439111102,48,439,111102
455,88,197,170,0,2287,313,450,785,335,136,219,49,1524,48439111103,48,439,111103
138,27,36,66,9,1642,156,256,469,486,118,121,36,1230,48439111104,48,439,111104
524,7,346,171,0,3914,579,392,1683,727,160,276,97,2943,48439111202,48,439,111202
435,143,60,192,40,4167,94,248,1303,1096,492,454,480,3825,48439111203,48,439,111203
343,32,186,98,27,3379,78,246,841,842,317,725,330,3055,48439111204,48,439,111204
631,141,122,350,18,6246,217,578,1722,1172,612,1373,572,5451,48439111301,48,439,111301
655,83,188,324,60,5272,29,201,1064,1457,583,1401,537,5042,48439111304,48,439,111304
547,147,248,123,29,3358,114,243,903,515,351,806,426,3001,48439111306,48,439,111306
461,66,200,167,28,1954,56,113,359,585,303,349,189,1785,48439111307,48,439,111307
172,51,30,91,0,1027,47,23,266,330,72,224,65,957,48439111308,48,439,111308
707,147,386,157,17,2849,319,305,725,877,261,270,92,2225,48439111309,48,439,111309
1087,154,397,463,73,6346,159,309,1362,1530,506,1743,737,5878,48439111310,48,439,111310
546,63,197,259,27,4307,7,63,598,1033,526,1327,753,4237,48439111311,48,439,111311
179,40,30,80,29,2666,30,39,291,583,140,1058,525,2597,48439111312,48,439,111312
654,113,174,256,111,6929,71,182,689,1548,828,2058,1553,6676,48439111313,48,439,111313
476,46,98,275,57,4197,24,150,453,1027,453,1451,639,4023,48439111314,48,439,111314
535,94,207,137,97,3950,111,150,823,1074,290,1139,363,3689,48439111402,48,439,111402
770,98,144,327,201,6552,379,389,1559,1669,799,1158,599,5784,48439111404,48,439,111404
154,12,85,57,0,1709,128,266,689,327,78,186,35,1315,48439111405,48,439,111405
335,63,77,166,29,2984,61,92,476,773,207,1013,362,2831,48439111406,48,439,111406
229,0,128,91,10,2301,12,66,366,486,244,690,437,2223,48439111407,48,439,111407
325,35,48,242,0,2568,54,43,541,824,223,495,388,2471,48439111408,48,439,111408
435,11,124,223,77,3764,59,50,456,778,282,1485,654,3655,48439111409,48,439,111409
684,135,127,384,38,3044,113,93,709,691,175,987,276,2838,48439111505,48,439,111505
463,70,84,244,65,4385,116,176,1180,1065,378,990,480,4093,48439111506,48,439,111506
610,40,116,363,91,2524,105,232,500,635,306,555,191,2187,48439111513,48,439,111513
792,169,313,301,9,4179,140,424,1471,1149,254,513,228,3615,48439111514,48,439,111514
887,53,404,349,81,4492,235,285,1033,1400,303,849,387,3972,48439111516,48,439,111516
648,163,281,204,0,4952,499,643,1389,1054,409,809,149,3810,48439111521,48,439,111521
752,87,415,250,0,4796,1074,651,1367,747,316,543,98,3071,48439111522,48,439,111522
1315,162,478,532,143,5628,433,697,1625,1571,464,681,157,4498,48439111523,48,439,111523
913,201,222,443,47,4991,414,297,1917,946,168,751,498,4280,48439111524,48,439,111524
778,204,216,289,69,4150,554,487,1218,916,214,492,269,3109,48439111525,48,439,111525
487,27,177,246,37,3019,100,336,723,894,319,471,176,2583,48439111526,48,439,111526
407,30,155,182,40,3087,50,159,831,724,225,713,385,2878,48439111529,48,439,111529
593,54,254,238,47,4641,84,53,756,908,411,1620,809,4504,48439111530,48,439,111530
449,62,105,270,12,3469,134,196,837,761,323,765,453,3139,48439111531,48,439,111531
692,67,455,161,9,5040,17,227,1134,1089,591,1287,695,4796,48439111532,48,439,111532
573,64,217,134,158,4006,12,210,774,824,424,1228,534,3784,48439111533,48,439,111533
558,100,232,154,72,4279,70,120,824,1483,235,1143,404,4089,48439111534,48,439,111534
436,74,93,235,34,2127,99,153,474,694,160,341,206,1875,48439111536,48,439,111536
501,37,121,323,20,4397,135,348,1159,1030,424,852,449,3914,48439111537,48,439,111537
609,14,157,438,0,3821,233,299,858,932,432,774,293,3289,48439111538,48,439,111538
739,120,202,400,17,6067,352,356,1243,1501,692,1307,616,5359,48439111539,48,439,111539
794,16,97,645,36,4594,337,568,965,1323,230,742,429,3689,48439111540,48,439,111540
259,26,175,38,20,2379,46,166,543,738,334,414,138,2167,48439111541,48,439,111541
717,62,140,445,70,4572,350,353,1111,974,448,1028,308,3869,48439111542,48,439,111542
804,69,213,469,53,3994,214,289,1185,1120,433,499,254,3491,48439111543,48,439,111543
1030,78,380,518,54,5023,196,318,1321,1170,605,1006,407,4509,48439111544,48,439,111544
181,11,52,43,75,1610,0,38,284,295,76,518,399,1572,48439111545,48,439,111545
763,69,205,424,65,4314,54,132,753,1288,390,1308,389,4128,48439111546,48,439,111546
2146,82,481,1425,158,11661,1032,937,3471,2618,589,1949,1065,9692,48439111547,48,439,111547
1024,40,313,618,53,5435,249,158,949,1297,611,1214,957,5028,48439111548,48,439,111548
752,107,323,250,72,6926,82,55,1100,1078,810,2145,1656,6789,48439111549,48,439,111549
1792,190,805,677,120,7939,476,493,1452,1801,1045,1725,947,6970,48439111550,48,439,111550
516,53,219,193,51,4714,0,139,607,1391,428,1430,719,4575,48439111551,48,439,111551
244,20,78,128,18,2626,87,65,496,621,332,786,239,2474,48439111552,48,439,111552
397,30,58,252,57,2724,58,104,561,874,264,578,285,2562,48439111553,48,439,111553
308,33,13,220,42,2326,17,10,446,695,154,714,290,2299,48439113001,48,439,113001
983,323,316,344,0,4095,694,447,1303,1028,189,326,108,2954,48439113002,48,439,113002
501,57,66,350,28,3357,33,184,383,718,187,1113,739,3140,48439113102,48,439,113102
610,22,116,340,132,2452,9,210,461,619,221,546,386,2233,48439113104,48,439,113104
29,18,11,0,0,1697,43,18,217,372,104,683,260,1636,48439113107,48,439,113107
260,14,66,169,11,3461,80,61,330,805,218,1157,810,3320,48439113108,48,439,113108
455,64,118,208,65,2909,216,43,494,823,302,754,277,2650,48439113109,48,439,113109
235,59,57,67,52,3451,89,125,661,1187,164,900,325,3237,48439113110,48,439,113110
870,41,206,520,103,2505,63,172,644,760,302,457,107,2270,48439113111,48,439,113111
174,12,23,103,36,1634,0,77,172,466,123,530,266,1557,48439113112,48,439,113112
475,0,114,154,207,2734,29,55,520,687,377,597,469,2650,48439113113,48,439,113113
487,0,47,261,179,3350,30,28,440,765,169,1046,872,3292,48439113114,48,439,113114
482,42,224,216,0,2099,82,89,651,584,108,391,194,1928,48439113115,48,439,113115
401,0,44,316,41,2955,0,319,934,647,245,617,193,2636,48439113116,48,439,113116
580,51,358,128,43,3568,238,402,933,720,449,567,259,2928,48439113206,48,439,113206
218,0,71,147,0,2945,49,84,633,862,151,856,310,2812,48439113207,48,439,113207
455,109,50,254,42,5404,123,160,1166,1342,401,1603,609,5121,48439113210,48,439,113210
537,51,231,186,69,3277,24,169,653,795,236,1001,399,3084,48439113212,48,439,113212
166,0,80,78,8,2772,33,231,721,834,311,519,123,2508,48439113213,48,439,113213
471,118,82,196,75,4118,136,202,1259,1095,341,768,317,3780,48439113214,48,439,113214
311,60,98,121,32,3387,156,113,844,1196,301,629,148,3118,48439113215,48,439,113215
404,38,120,227,19,3422,118,49,893,1074,351,690,247,3255,48439113216,48,439,113216
423,19,234,170,0,3316,284,270,986,807,324,405,240,2762,48439113217,48,439,113217
318,36,90,134,58,2437,24,55,415,508,312,865,258,2358,48439113218,48,439,113218
810,25,236,332,217,4438,316,404,1050,1145,464,681,378,3718,48439113220,48,439,113220
696,43,241,281,131,3956,28,152,743,973,364,1269,427,3776,48439113221,48,439,113221
330,62,87,159,22,3010,67,230,829,840,209,602,233,2713,48439113301,48,439,113301
339,176,84,66,13,2997,178,326,1236,601,233,312,111,2493,48439113302,48,439,113302
214,52,98,37,27,2093,104,157,652,517,196,316,151,1832,48439113403,48,439,113403
497,40,220,205,32,3867,132,151,1114,1143,399,619,309,3584,48439113404,48,439,113404
852,23,290,428,111,3744,109,549,1010,727,325,747,277,3086,48439113405,48,439,113405
438,40,213,160,25,3289,468,459,933,548,198,471,212,2362,48439113407,48,439,113407
419,103,126,160,30,3820,124,374,998,1132,420,640,132,3322,48439113408,48,439,113408
480,110,154,164,52,2884,200,340,842,667,215,412,208,2344,48439113509,48,439,113509
394,13,96,178,107,3988,277,184,833,952,329,916,497,3527,48439113510,48,439,113510
394,37,148,161,48,2695,90,247,713,668,212,493,272,2358,48439113511,48,439,113511
406,22,283,78,23,4179,50,118,782,1369,691,753,416,4011,48439113512,48,439,113512
443,62,220,120,41,3819,253,155,879,891,319,930,392,3411,48439113513,48,439,113513
279,60,72,132,15,3187,338,396,905,692,118,488,250,2453,48439113514,48,439,113514
251,0,143,101,7,3157,125,164,727,872,121,691,457,2868,48439113516,48,439,113516
215,25,45,113,32,2883,30,105,548,709,288,805,398,2748,48439113517,48,439,113517
501,63,80,227,131,4008,63,170,647,885,563,1214,466,3775,48439113518,48,439,113518
401,55,116,149,81,4879,89,244,728,1152,413,1317,936,4546,48439113519,48,439,113519
237,47,57,91,42,3584,46,91,527,817,368,1119,616,3447,48439113520,48,439,113520
237,14,96,66,61,2896,106,73,964,793,215,422,323,2717,48439113607,48,439,113607
823,136,203,309,175,9276,28,30,883,1722,550,3964,2099,9218,48439113610,48,439,113610
197,33,55,101,8,3096,7,72,545,752,332,994,394,3017,48439113611,48,439,113611
172,17,58,87,10,3376,0,103,544,843,244,1034,608,3273,48439113612,48,439,113612
279,45,76,158,0,3166,47,96,547,763,300,1015,398,3023,48439113613,48,439,113613
431,37,112,248,34,4380,179,150,934,1205,434,982,496,4051,48439113618,48,439,113618
556,91,163,281,21,3642,345,234,709,1131,407,476,340,3063,48439113619,48,439,113619
218,21,87,48,62,5428,0,42,451,975,476,1968,1516,5386,48439113622,48,439,113622
197,31,38,66,62,2394,33,44,355,599,295,783,285,2317,48439113623,48,439,113623
481,10,187,188,96,3079,15,70,487,647,379,1046,435,2994,48439113624,48,439,113624
124,14,49,49,12,2442,15,34,405,511,173,872,432,2393,48439113625,48,439,113625
255,34,72,139,10,2682,39,45,498,662,255,781,402,2598,48439113626,48,439,113626
468,52,302,37,77,4578,37,221,837,1322,383,1216,562,4320,48439113627,48,439,113627
571,149,138,254,30,3522,32,408,721,767,541,769,284,3082,48439113628,48,439,113628
405,19,58,290,38,3380,105,106,902,920,226,877,244,3169,48439113629,48,439,113629
319,0,142,148,29,2697,18,48,564,893,310,621,243,2631,48439113630,48,439,113630
620,70,169,332,49,4440,245,302,847,935,389,1414,308,3893,48439113631,48,439,113631
330,82,68,135,45,3628,13,0,348,576,162,1577,952,3615,48439113632,48,439,113632
227,11,71,106,39,3000,0,35,214,539,247,1343,622,2965,48439113633,48,439,113633
376,42,51,89,194,3718,35,24,263,529,162,1641,1064,3659,48439113634,48,439,113634
1577,64,301,911,301,8276,158,261,1841,2018,800,2253,945,7857,48439113703,48,439,113703
822,136,157,396,133,4773,512,449,1010,1422,193,878,309,3812,48439113705,48,439,113705
294,40,96,68,90,3731,9,21,347,734,359,1373,888,3701,48439113707,48,439,113707
476,27,100,226,123,3706,99,58,334,788,190,1360,877,3549,48439113709,48,439,113709
461,51,183,132,95,2804,149,288,450,503,156,973,285,2367,48439113710,48,439,113710
378,35,79,255,9,3070,75,17,555,711,217,1097,398,2978,48439113711,48,439,113711
442,58,154,201,29,3872,112,184,1057,1248,302,697,272,3576,48439113803,48,439,113803
645,60,278,220,87,4415,156,272,1254,1296,347,882,208,3987,48439113808,48,439,113808
558,133,245,160,20,3267,197,211,1199,1015,170,358,117,2859,48439113809,48,439,113809
348,108,115,111,14,3154,107,233,1000,845,327,479,163,2814,48439113810,48,439,113810
345,23,28,260,34,2829,156,334,822,885,193,311,128,2339,48439113811,48,439,113811
333,39,116,110,68,3625,74,102,412,769,470,1244,554,3449,48439113812,48,439,113812
242,36,110,63,33,3612,64,56,490,639,370,1375,618,3492,48439113813,48,439,113813
165,0,44,85,36,3026,0,36,370,562,204,1218,636,2990,48439113814,48,439,113814
457,80,94,147,136,4081,30,40,438,549,313,1749,962,4011,48439113815,48,439,113815
365,81,44,173,67,3563,0,60,224,693,187,1518,881,3503,48439113816,48,439,113816
179,29,78,26,46,4057,3,22,227,494,230,1730,1351,4032,48439113906,48,439,113906
400,39,86,212,63,6034,18,99,1062,1201,201,1884,1569,5917,48439113907,48,439,113907
250,42,76,85,47,3496,3,0,154,423,111,1526,1279,3493,48439113908,48,439,113908
348,49,155,89,55,4604,0,36,252,471,243,2147,1455,4568,48439113909,48,439,113909
684,48,166,372,98,7348,65,116,888,1368,449,2713,1749,7167,48439113910,48,439,113910
744,141,237,313,53,6606,153,453,1534,1149,408,1970,939,6000,48439113911,48,439,113911
368,45,91,232,0,4257,24,26,482,847,428,1622,828,4207,48439113912,48,439,113912
378,20,169,146,43,3010,35,241,1003,762,243,564,162,2734,48439113916,48,439,113916
1462,90,491,699,182,4296,245,408,895,1242,204,926,376,3643,48439113917,48,439,113917
354,82,141,115,16,3880,208,216,992,1070,368,835,191,3456,48439113918,48,439,113918
542,35,273,212,22,4843,22,89,779,1226,242,1836,649,4732,48439113919,48,439,113919
565,35,335,133,62,3865,49,87,718,1113,354,1086,458,3729,48439113920,48,439,113920
2503,390,601,1074,438,15473,43,429,2996,3030,1410,5796,1769,15001,48439113921,48,439,113921
1614,60,464,969,121,11759,276,374,1494,2433,1562,3766,1854,11109,48439113922,48,439,113922
538,50,119,321,48,2418,61,92,480,680,183,670,252,2265,48439113923,48,439,113923
538,95,137,247,59,3427,145,273,940,873,321,700,175,3009,48439113924,48,439,113924
355,8,188,143,16,2765,191,244,507,941,282,419,181,2330,48439113925,48,439,113925
2099,311,791,838,159,16986,587,513,3400,4287,1577,4991,1631,15886,48439113926,48,439,113926
1328,112,601,457,158,10616,344,119,1850,2463,662,3777,1401,10153,48439113927,48,439,113927
234,27,104,103,0,6953,4,106,1066,1810,552,2724,691,6843,48439113928,48,439,113928
554,76,155,285,38,5816,105,168,903,976,620,2094,950,5543,48439113929,48,439,113929
774,137,236,319,82,5669,375,559,1702,1551,280,819,383,4735,48439114003,48,439,114003
475,113,203,159,0,6046,309,420,1724,1392,707,1193,301,5317,48439114005,48,439,114005
361,0,62,299,0,5011,227,290,1974,1073,354,780,313,4494,48439114006,48,439,114006
1362,260,434,585,83,11739,394,773,2880,2451,1106,2744,1391,10572,48439114007,48,439,114007
1509,238,563,656,52,9377,521,494,2255,2658,1013,1835,601,8362,48439114008,48,439,114008
505,103,158,191,53,6373,0,50,916,1516,601,2292,998,6323,48439114102,48,439,114102
2106,207,688,1001,210,17743,155,685,4079,3790,2130,5039,1865,16903,48439114103,48,439,114103
701,25,278,334,64,6096,64,225,1293,1637,477,1782,618,5807,48439114104,48,439,114104
348,115,164,69,0,3805,113,439,1499,969,202,511,72,3253,48439114203,48,439,114203
174,24,97,35,18,4516,60,241,1228,1368,419,736,464,4215,48439114204,48,439,114204
167,14,85,68,0,2363,31,119,962,540,195,415,101,2213,48439114205,48,439,114205
300,28,185,87,0,3329,117,374,959,636,299,625,319,2838,48439114206,48,439,114206
212,69,77,56,10,4527,113,197,1135,1048,380,937,717,4217,48439114207,48,439,114207
881,130,435,253,63,5008,82,78,887,1232,449,1322,958,4848,48439121601,48,439,121601
758,114,297,337,10,3821,195,471,1164,833,292,469,397,3155,48439121604,48,439,121604
59,22,21,12,4,2301,52,93,618,582,194,481,281,2156,48439121605,48,439,121605
268,0,77,150,41,2361,11,68,541,450,153,725,413,2282,48439121606,48,439,121606
355,52,115,121,67,4011,153,108,894,1064,399,1058,335,3750,48439121608,48,439,121608
383,46,145,136,56,4279,49,146,637,801,220,1379,1047,4084,48439121609,48,439,121609
142,6,58,52,26,1972,12,88,470,484,119,504,295,1872,48439121610,48,439,121610
495,72,160,253,10,3332,32,170,741,938,372,823,256,3130,48439121611,48,439,121611
248,42,49,104,53,2001,134,195,572,517,219,250,114,1672,48439121702,48,439,121702
637,88,245,225,79,3415,693,490,886,725,235,245,141,2232,48439121703,48,439,121703
522,146,158,191,27,2112,313,266,766,435,60,216,56,1533,48439121704,48,439,121704
759,275,288,173,23,2909,742,607,695,333,138,291,103,1560,48439121903,48,439,121903
625,160,233,219,13,2675,675,446,874,384,104,180,12,1554,48439121904,48,439,121904
860,107,278,413,62,2704,480,329,782,441,199,366,107,1895,48439121905,48,439,121905
623,107,230,274,12,2233,457,441,629,394,48,202,62,1335,48439121906,48,439,121906
286,30,161,95,0,2676,627,678,866,326,28,135,16,1371,48439122001,48,439,122001
535,44,206,285,0,2712,652,573,958,300,43,136,50,1487,48439122002,48,439,122002
717,79,71,567,0,4480,993,761,1508,705,363,149,1,2726,48439122100,48,439,122100
193,40,83,39,31,1305,331,203,284,300,45,93,49,771,48439122200,48,439,122200
2579,57,568,1550,404,1746,162,45,305,345,61,458,370,1539,48439122300,48,439,122300
1920,100,245,1214,361,2827,70,128,508,643,162,831,485,2629,48439122400,48,439,122400
349,45,73,181,50,3043,73,147,659,903,169,789,303,2823,48439122500,48,439,122500
270,0,154,116,0,3265,35,234,791,985,184,724,312,2996,48439122600,48,439,122600
484,20,123,163,178,3450,117,193,695,1078,192,763,412,3140,48439122700,48,439,122700
373,50,80,195,48,2234,418,546,427,368,83,288,104,1270,48439122801,48,439,122801
633,143,222,268,0,3000,597,313,927,588,111,337,127,2090,48439122802,48,439,122802
1283,388,572,292,31,4315,1278,929,1332,300,190,210,76,2108,48439122900,48,439,122900
354,24,24,196,110,4825,171,236,935,1187,244,1425,627,4418,48439123000,48,439,123000
262,82,110,70,0,1874,285,287,649,318,144,169,22,1302,48439123100,48,439,123100
383,34,35,89,225,1876,226,223,349,299,50,483,246,1427,48439123200,48,439,123200
602,217,68,135,182,4254,148,252,801,680,198,1088,1087,3854,48439123300,48,439,123300
190,19,0,60,111,1627,189,100,352,270,55,416,245,1338,48439123400,48,439,123400
400,50,193,151,6,1783,308,385,545,349,77,59,60,1090,48439123500,48,439,123500
433,98,143,124,68,1978,308,224,539,384,152,210,161,1446,48439123600,48,439,123600
0,0,0,0,0,0,0,0,0,0,0,0,0,0,48439980000,48,439,980000
2766,18,504,1982,262,2520,50,141,451,767,26,502,583,2329,48441010100,48,441,010100
1036,56,174,773,33,866,48,156,332,86,50,151,43,662,48441010200,48,441,010200
262,66,108,58,30,1354,97,172,556,257,124,112,36,1085,48441010300,48,441,010300
176,22,53,60,41,1242,201,186,431,267,65,75,17,855,48441010400,48,441,010400
564,36,308,178,42,1884,198,212,707,440,138,162,27,1474,48441010500,48,441,010500
256,70,104,82,0,2549,79,114,832,749,152,456,167,2356,48441010600,48,441,010600
442,154,147,141,0,2391,372,353,955,446,72,174,19,1666,48441010700,48,441,010700
82,48,27,7,0,887,157,162,292,159,58,52,7,568,48441010800,48,441,010800
1351,148,245,739,219,3934,282,266,1218,1050,216,643,259,3386,48441010900,48,441,010900
167,4,106,52,5,661,64,29,338,122,47,40,21,568,48441011000,48,441,011000
408,8,231,149,20,1632,144,183,746,277,79,156,47,1305,48441011200,48,441,011200
419,1,250,51,117,2248,71,116,725,615,215,391,115,2061,48441011300,48,441,011300
229,72,92,42,23,3088,113,282,1101,948,252,300,92,2693,48441011400,48,441,011400
371,0,187,184,0,1898,96,120,669,353,81,384,195,1682,48441011500,48,441,011500
176,0,138,34,4,1879,40,149,555,380,134,351,270,1690,48441011600,48,441,011600
240,50,153,18,19,1256,80,132,652,219,45,98,30,1044,48441011700,48,441,011700
152,20,96,26,10,1204,156,200,469,248,36,62,33,848,48441011900,48,441,011900
135,20,19,58,38,1445,10,3,277,273,64,465,353,1432,48441012000,48,441,012000
26,6,20,0,0,532,46,68,300,79,39,0,0,418,48441012100,48,441,012100
199,55,104,30,10,1935,98,266,865,422,89,158,37,1571,48441012200,48,441,012200
960,91,240,597,32,2214,53,189,943,483,215,248,83,1972,48441012300,48,441,012300
195,5,58,132,0,1583,0,83,573,462,79,243,143,1500,48441012400,48,441,012400
472,88,147,200,37,2423,102,66,510,665,429,418,233,2255,48441012500,48,441,012500
341,24,187,130,0,2161,20,89,440,380,198,708,326,2052,48441012600,48,441,012600
388,74,150,161,3,5554,162,120,1147,1298,436,1499,892,5272,48441012700,48,441,012700
890,0,377,216,297,2125,49,145,557,501,283,391,199,1931,48441012801,48,441,012801
1161,32,718,384,27,1918,9,66,580,514,223,405,121,1843,48441012802,48,441,012802
258,21,86,151,0,1027,8,5,160,487,172,142,53,1014,48441012900,48,441,012900
1103,0,466,583,54,135,0,0,31,28,0,51,25,135,48441013000,48,441,013000
978,237,279,425,37,3264,202,308,1539,729,274,84,128,2754,48441013100,48,441,013100
180,27,52,101,0,1257,84,109,603,260,57,86,58,1064,48441013200,48,441,013200
420,0,122,219,79,2031,43,201,508,565,120,388,206,1787,48441013300,48,441,013300
823,53,424,292,54,2350,39,152,880,464,361,272,182,2159,48441013401,48,441,013401
445,63,126,256,0,5090,75,110,960,1381,704,1182,678,4905,48441013402,48,441,013402
864,110,278,408,68,6197,39,71,1112,1857,727,1444,947,6087,48441013404,48,441,013404
348,6,70,271,1,5357,76,141,1518,1482,446,987,707,5140,48441013500,48,441,013500
187,37,104,37,9,3427,108,279,1333,986,249,381,91,3040,48441013600,48,441,013600
0,0,0,0,0,0,0,0,0,0,0,0,0,0,48441980000,48,441,980000
7,0,7,0,0,754,53,49,202,301,10,83,56,652,48443950100,48,443,950100
