S1501_C01_001E,S1501_C01_002E,S1501_C01_003E,S1501_C01_004E,S1501_C01_005E,S1501_C01_006E,S1501_C01_007E,S1501_C01_008E,S1501_C01_009E,S1501_C01_010E,S1501_C01_011E,S1501_C01_012E,S1501_C01_013E,S1501_C01_014E,FIPS,STATEFP,COUNTYFP,TRACTCE
113,0,28,62,23,1716,83,98,378,442,127,408,180,1535,48019000400,48,019,000400
472,104,211,157,0,6079,851,528,1680,1438,414,845,323,4700,48021950100,48,021,950100
914,166,439,309,0,5864,1054,553,1944,1371,206,528,208,4257,48021950200,48,021,950200
1057,250,480,182,145,10103,525,771,2455,2600,584,2029,1139,8807,48021950300,48,021,950300
601,12,293,187,109,6944,263,276,1822,2154,385,1252,792,6405,48021950400,48,021,950400
926,75,599,222,30,5848,417,607,2784,1067,327,510,136,4824,48021950501,48,021,950501
301,41,105,140,15,4631,110,270,1280,1765,280,631,295,4251,48021950502,48,021,950502
329,21,159,136,13,3854,259,245,1092,877,348,720,313,3350,48021950600,48,021,950600
445,57,267,121,0,3279,219,267,1076,796,207,517,197,2793,48021950700,48,021,950700
1111,424,355,332,0,4527,803,916,1348,780,218,391,71,2808,48021950801,48,021,950801
1254,240,603,411,0,4417,734,372,1395,1030,298,433,155,3311,48021950802,48,021,950802
297,15,111,154,17,2534,83,285,886,546,155,443,136,2166,48023950300,48,023,950300
188,50,52,86,0,1184,59,88,377,419,78,98,65,1037,48025950100,48,025,950100
773,290,381,98,4,7366,730,1755,3206,1187,206,219,63,4881,48025950201,48,025,950201
354,98,190,66,0,3667,230,545,950,893,447,238,364,2892,48025950202,48,025,950202
837,80,150,583,24,3273,284,247,828,1262,263,225,164,2742,48025950300,48,025,950300
186,53,70,54,9,1314,135,174,429,376,77,78,45,1005,48025950400,48,025,950400
1073,148,544,371,10,3501,546,247,1114,1129,273,155,37,2708,48025950500,48,025,950500
289,21,154,114,0,1704,195,171,626,367,130,118,97,1338,48025950600,48,025,950600
569,80,218,263,8,4898,84,255,1822,1210,569,695,263,4559,48027020100,48,027,020100
631,113,234,247,37,5390,89,70,1069,1133,580,1423,1026,5231,48027020201,48,027,020201
507,66,315,110,16,5088,253,168,1743,1249,513,833,329,4667,48027020202,48,027,020202
717,77,365,226,49,6799,0,112,1763,2057,651,1473,743,6687,48027020300,48,027,020300
384,52,140,139,53,1974,53,334,737,459,137,188,66,1587,48027020401,48,027,020401
226,66,101,41,18,1653,106,132,623,494,52,153,93,1415,48027020402,48,027,020402
185,0,39,129,17,2558,249,147,642,759,341,313,107,2162,48027020500,48,027,020500
228,0,146,82,0,1739,33,210,281,482,205,358,170,1496,48027020600,48,027,020600
215,50,135,30,0,953,85,258,418,131,3,53,5,610,48027020701,48,027,020701
124,12,48,59,5,1189,169,188,529,174,58,52,19,832,48027020702,48,027,020702
191,24,103,64,0,1877,281,180,619,574,68,141,14,1416,48027020800,48,027,020800
288,41,136,111,0,1880,137,256,643,466,159,153,66,1487,48027020900,48,027,020900
574,108,272,172,22,2606,174,189,1007,582,305,229,120,2243,48027021000,48,027,021000
612,106,125,276,105,3834,137,484,1130,1019,248,425,391,3213,48027021100,48,027,021100
309,9,169,102,29,2404,55,53,558,557,366,531,284,2296,48027021201,48,027,021201
440,49,100,187,104,2620,34,129,721,684,323,505,224,2457,48027021202,48,027,021202
677,120,282,242,33,3064,142,97,668,618,249,802,488,2825,48027021203,48,027,021203
400,0,102,267,31,3668,51,94,860,1095,453,643,472,3523,48027021301,48,027,021301
155,0,19,123,13,2325,16,79,456,528,267,593,386,2230,48027021302,48,027,021302
507,37,247,0,223,6704,179,164,1359,1592,809,1509,1092,6361,48027021303,48,027,021303
344,97,130,105,12,2768,142,147,892,676,303,409,199,2479,48027021400,48,027,021400
1129,223,565,323,18,4198,396,367,1290,1317,255,348,225,3435,48027021500,48,027,021500
530,12,264,194,60,3350,273,345,1298,797,158,292,187,2732,48027021601,48,027,021601
1856,21,397,1417,21,705,135,14,144,155,60,113,84,556,48027021602,48,027,021602
813,82,159,440,132,5589,156,304,1063,1124,454,1280,1208,5129,48027021700,48,027,021700
817,15,307,383,112,5844,122,298,1941,1507,689,629,658,5424,48027021800,48,027,021800
400,105,83,177,35,2401,135,112,561,728,316,384,165,2154,48027021901,48,027,021901
731,46,207,444,34,5883,106,63,983,1273,561,1876,1021,5714,48027021903,48,027,021903
742,177,152,413,0,7794,220,450,1595,1966,797,1856,910,7124,48027021904,48,027,021904
963,155,553,255,0,4925,310,492,1285,1537,488,558,255,4123,48027022000,48,027,022000
554,72,151,314,17,2772,90,184,1061,783,321,236,97,2498,48027022101,48,027,022101
701,136,227,315,23,3127,64,242,925,1088,351,300,157,2821,48027022103,48,027,022103
455,91,159,196,9,2825,93,173,873,898,413,329,46,2559,48027022104,48,027,022104
132,40,69,23,0,1355,19,102,391,488,140,179,36,1234,48027022105,48,027,022105
585,46,286,209,44,2077,56,216,581,790,143,244,47,1805,48027022200,48,027,022200
547,165,221,143,18,2257,56,217,711,712,250,154,157,1984,48027022300,48,027,022300
187,0,39,133,15,3837,134,295,1108,1249,417,382,252,3408,48027022401,48,027,022401
707,107,187,330,83,4575,153,32,711,1136,808,1057,678,4390,48027022402,48,027,022402
453,49,179,165,60,2785,78,98,684,944,398,465,118,2609,48027022403,48,027,022403
670,60,137,473,0,4415,141,65,924,1178,657,1107,343,4209,48027022404,48,027,022404
602,32,135,320,115,1143,98,77,154,324,89,325,76,968,48027022405,48,027,022405
275,67,100,108,0,1997,93,126,573,756,181,173,95,1778,48027022501,48,027,022501
1236,98,538,532,68,7590,213,412,1549,2290,1052,1408,666,6965,48027022502,48,027,022502
689,128,302,229,30,2253,275,300,689,652,219,89,29,1678,48027022600,48,027,022600
343,50,98,174,21,1390,73,210,463,481,71,73,19,1107,48027022801,48,027,022801
508,70,231,187,20,2247,207,158,808,664,206,197,7,1882,48027022900,48,027,022900
858,171,195,231,261,5782,213,189,1434,1877,867,898,304,5380,48027023000,48,027,023000
559,36,175,340,8,2682,120,137,709,1053,363,198,102,2425,48027023103,48,027,023103
424,60,52,289,23,1823,84,126,628,625,184,87,89,1613,48027023104,48,027,023104
1368,275,442,475,176,8687,36,248,1624,3053,1525,1420,781,8403,48027023105,48,027,023105
1238,200,352,636,50,5067,35,157,1133,1492,812,997,441,4875,48027023106,48,027,023106
1015,128,395,479,13,3855,52,166,1234,1341,469,416,177,3637,48027023107,48,027,023107
1793,169,457,1123,44,8341,298,308,1684,3030,1437,1309,275,7735,48027023108,48,027,023108
220,16,52,101,51,641,0,38,69,93,64,242,135,603,48027023201,48,027,023201
2511,0,1631,807,73,1385,30,10,318,650,124,169,84,1345,48027023202,48,027,023202
365,11,180,164,10,409,0,12,71,206,51,41,28,397,48027023203,48,027,023203
3064,0,1875,1041,148,1327,18,19,270,602,158,232,28,1290,48027023204,48,027,023204
734,144,352,201,37,5988,100,264,1543,2007,676,877,521,5624,48027023300,48,027,023300
372,63,144,157,8,3453,156,205,1202,897,415,400,178,3092,48027023402,48,027,023402
251,55,69,83,44,4758,25,59,1074,988,369,1403,840,4674,48027023403,48,027,023403
283,72,172,39,0,2762,126,172,720,615,294,478,357,2464,48027023404,48,027,023404
281,129,79,66,7,1207,156,147,385,328,126,49,16,904,48027023500,48,027,023500
53,8,45,0,0,27,0,0,0,27,0,0,0,27,48027980001,48,027,980001
0,0,0,0,0,0,0,0,0,0,0,0,0,0,48027980002,48,027,980002
0,0,0,0,0,0,0,0,0,0,0,0,0,0,48027980003,48,027,980003
232,34,76,18,104,2807,255,308,515,555,94,543,537,2244,48029110100,48,029,110100
136,19,0,63,54,2067,221,159,477,441,80,475,214,1687,48029110300,48,029,110300
174,70,45,54,5,1316,310,395,303,170,57,77,4,611,48029110500,48,029,110500
569,234,215,120,0,4181,672,1239,1112,806,178,148,26,2270,48029110600,48,029,110600
91,6,45,40,0,821,221,124,207,103,31,103,32,476,48029110700,48,029,110700
179,46,36,83,14,1554,95,183,438,360,99,232,147,1276,48029110800,48,029,110800
164,7,32,56,69,1427,32,56,140,225,47,473,454,1339,48029110900,48,029,110900
454,68,129,143,114,1932,319,289,463,391,95,211,164,1324,48029111000,48,029,111000
1136,12,651,433,40,1957,8,23,210,626,241,518,331,1926,48029120100,48,029,120100
605,94,156,232,123,5697,53,52,323,784,248,2430,1807,5592,48029120300,48,029,120300
179,32,72,26,49,4236,47,67,422,455,171,1725,1349,4122,48029120400,48,029,120400
1174,146,641,376,11,6036,576,502,1936,1774,380,667,201,4958,48029120501,48,029,120501
443,75,338,30,0,3269,463,333,940,918,274,303,38,2473,48029120502,48,029,120502
520,103,236,121,60,4314,92,181,493,1067,378,1255,848,4041,48029120600,48,029,120600
597,134,238,133,92,4320,113,279,851,855,241,1221,760,3928,48029120701,48,029,120701
221,0,97,80,44,3646,147,177,249,719,81,1200,1073,3322,48029120702,48,029,120702
618,169,119,147,183,4625,41,41,348,758,325,1875,1237,4543,48029120800,48,029,120800
280,51,57,150,22,1726,100,107,453,337,52,379,298,1519,48029120901,48,029,120901
1231,32,454,491,254,4973,182,359,977,1118,506,1142,689,4432,48029120902,48,029,120902
886,56,377,404,49,4931,429,174,1264,1353,579,840,292,4328,48029121000,48,029,121000
993,80,288,425,200,5678,114,87,813,1413,595,1508,1148,5477,48029121108,48,029,121108
590,143,196,225,26,3470,199,77,619,822,383,1107,263,3194,48029121110,48,029,121110
271,19,135,117,0,4401,63,260,1110,1250,655,631,432,4078,48029121111,48,029,121111
363,139,120,54,50,2847,210,155,798,632,219,447,386,2482,48029121112,48,029,121112
495,89,174,60,172,4288,80,135,640,1161,299,1112,861,4073,48029121115,48,029,121115
337,44,111,144,38,3854,89,15,621,1049,407,1141,532,3750,48029121116,48,029,121116
520,79,149,220,72,3214,83,84,544,817,296,951,439,3047,48029121117,48,029,121117
935,112,261,500,62,4291,4,92,997,1030,156,1270,742,4195,48029121118,48,029,121118
440,94,196,150,0,4318,34,109,1132,1298,601,794,350,4175,48029121119,48,029,121119
330,34,111,185,0,3460,154,88,1028,902,205,643,440,3218,48029121120,48,029,121120
204,14,132,29,29,2076,11,24,367,493,126,674,381,2041,48029121121,48,029,121121
468,14,140,283,31,4303,121,194,690,1254,465,1125,454,3988,48029121122,48,029,121122
416,135,136,127,18,3298,381,316,1521,784,185,70,41,2601,48029121203,48,029,121203
714,118,282,299,15,5527,295,259,1962,1050,597,942,422,4973,48029121204,48,029,121204
723,113,347,211,52,2406,78,202,1051,485,255,284,51,2126,48029121205,48,029,121205
595,51,372,137,35,5840,365,411,2080,1444,590,741,209,5064,48029121206,48,029,121206
671,144,283,198,46,4648,152,201,1251,795,520,1146,583,4295,48029121300,48,029,121300
673,140,288,182,63,5048,355,584,1508,1321,253,515,512,4109,48029121402,48,029,121402
383,49,211,123,0,4260,132,304,1131,1268,481,751,193,3824,48029121403,48,029,121403
559,111,316,132,0,3288,342,554,1147,709,333,121,82,2392,48029121404,48,029,121404
1134,108,444,374,208,6517,483,296,1278,1975,519,1060,906,5738,48029121501,48,029,121501
591,33,198,342,18,4499,265,375,913,1067,397,764,718,3859,48029121504,48,029,121504
477,54,196,186,41,3246,115,321,930,946,454,317,163,2810,48029121505,48,029,121505
303,114,168,21,0,2583,187,289,821,609,172,371,134,2107,48029121506,48,029,121506
428,98,130,171,29,3205,307,201,791,993,416,315,182,2697,48029121507,48,029,121507
554,205,149,136,64,2628,154,346,957,581,267,229,94,2128,48029121508,48,029,121508
593,90,289,202,12,3486,179,370,1020,1011,219,396,291,2937,48029121601,48,029,121601
718,192,199,293,34,5910,109,215,1868,1750,637,804,527,5586,48029121604,48,029,121604
143,3,75,18,47,1445,24,82,550,434,141,139,75,1339,48029121605,48,029,121605
605,81,177,343,4,3309,99,110,1244,841,266,515,234,3100,48029121606,48,029,121606
449,151,130,138,30,3085,99,169,959,811,177,658,212,2817,48029121701,48,029,121701
370,57,110,203,0,5122,39,122,805,1342,580,1327,907,4961,48029121702,48,029,121702
772,67,426,227,52,5478,271,208,2078,1238,775,647,261,4999,48029121802,48,029,121802
481,66,141,246,28,3227,72,172,758,983,535,506,201,2983,48029121803,48,029,121803
604,10,305,277,12,4218,106,149,1459,1087,384,650,383,3963,48029121804,48,029,121804
194,22,87,85,0,2513,162,134,809,504,283,334,287,2217,48029121808,48,029,121808
363,40,95,214,14,3578,154,78,1146,809,404,683,304,3346,48029121809,48,029,121809
404,27,187,190,0,3236,42,103,804,863,405,715,304,3091,48029121810,48,029,121810
587,73,209,241,64,3482,172,8,916,665,199,890,632,3302,48029121811,48,029,121811
518,0,247,271,0,4366,72,129,1232,1317,566,748,302,4165,48029121812,48,029,121812
177,0,103,60,14,1192,13,110,415,300,91,186,77,1069,48029121813,48,029,121813
427,0,40,272,115,4217,6,27,1038,714,412,1287,733,4184,48029121903,48,029,121903
189,33,82,74,0,2020,12,10,188,344,149,795,522,1998,48029121904,48,029,121904
352,66,69,187,30,3863,22,20,394,821,557,1244,805,3821,48029121905,48,029,121905
432,55,219,109,49,3877,63,176,571,978,280,1178,631,3638,48029121906,48,029,121906
977,110,300,461,106,7837,97,140,1489,1510,903,2237,1461,7600,48029121907,48,029,121907
171,18,70,56,27,1817,16,0,275,394,202,559,371,1801,48029121908,48,029,121908
704,106,198,333,67,5556,264,147,1100,1421,400,1479,745,5145,48029121909,48,029,121909
398,63,109,158,68,4727,63,64,719,803,638,1200,1240,4600,48029121910,48,029,121910
115,35,21,59,0,1129,179,274,189,223,105,115,44,676,48029130200,48,029,130200
360,52,103,205,0,2000,515,226,554,375,146,147,37,1259,48029130300,48,029,130300
503,199,94,190,20,2469,665,595,661,303,75,94,76,1209,48029130401,48,029,130401
338,86,143,109,0,2259,347,359,733,508,87,152,73,1553,48029130402,48,029,130402
349,38,292,0,19,2804,504,423,1003,507,124,94,149,1877,48029130500,48,029,130500
307,106,114,87,0,2603,461,443,867,483,201,85,63,1699,48029130600,48,029,130600
127,19,76,32,0,1565,201,277,483,313,190,57,44,1087,48029130700,48,029,130700
669,144,260,238,27,3479,374,210,956,918,398,395,228,2895,48029130800,48,029,130800
462,86,242,134,0,2995,135,335,1202,938,168,159,58,2525,48029130900,48,029,130900
488,186,155,136,11,3330,313,538,1244,780,139,225,91,2479,48029131000,48,029,131000
272,101,81,90,0,1665,188,446,485,327,47,144,28,1031,48029131100,48,029,131100
320,61,173,86,0,1827,190,327,757,331,50,104,68,1310,48029131200,48,029,131200
318,78,118,98,24,4265,308,395,1530,1058,290,410,274,3562,48029131300,48,029,131300
738,89,339,266,44,6692,402,693,2077,1812,866,574,268,5597,48029131401,48,029,131401
174,12,106,56,0,2035,218,238,654,619,126,126,54,1579,48029131402,48,029,131402
238,0,87,142,9,2162,61,94,770,800,214,173,50,2007,48029131503,48,029,131503
510,133,143,212,22,2954,216,518,808,768,289,258,97,2220,48029131504,48,029,131504
517,75,275,155,12,3420,219,294,892,1000,314,453,248,2907,48029131505,48,029,131505
402,84,188,130,0,2320,212,193,625,675,184,300,131,1915,48029131506,48,029,131506
587,62,279,246,0,3763,256,537,1262,1017,286,332,73,2970,48029131507,48,029,131507
574,87,170,299,18,3215,25,98,722,682,371,721,596,3092,48029131601,48,029,131601
600,92,324,166,18,3524,157,230,744,1080,443,545,325,3137,48029131606,48,029,131606
405,139,94,108,64,3519,58,81,760,934,476,614,596,3380,48029131608,48,029,131608
558,30,290,194,44,4299,159,314,970,1115,675,818,248,3826,48029131609,48,029,131609
544,42,141,350,11,2731,80,118,809,717,260,430,317,2533,48029131610,48,029,131610
21,0,7,14,0,671,36,47,182,146,55,121,84,588,48029131611,48,029,131611
138,11,26,95,6,1113,62,64,287,222,131,243,104,987,48029131612,48,029,131612
338,47,97,186,8,2597,155,273,640,577,301,415,236,2169,48029131613,48,029,131613
467,68,122,230,47,2315,108,104,642,626,164,464,207,2103,48029131614,48,029,131614
749,32,348,276,93,5095,242,324,965,1800,550,888,326,4529,48029131615,48,029,131615
117,18,44,45,10,507,0,1,30,75,34,149,218,506,48029131700,48,029,131700
169,35,51,46,37,1485,60,41,519,358,146,246,115,1384,48029131801,48,029,131801
326,30,118,114,64,3075,145,233,1175,628,194,490,210,2697,48029131802,48,029,131802
137,30,64,43,0,893,89,154,209,218,43,120,60,650,48029140100,48,029,140100
141,40,29,66,6,2406,381,465,721,598,44,127,70,1560,48029140200,48,029,140200
283,45,124,114,0,2362,495,487,798,408,90,66,18,1380,48029140300,48,029,140300
467,80,212,142,33,2466,224,198,989,723,99,198,35,2044,48029140400,48,029,140400
352,19,90,236,7,3042,318,480,1106,640,193,192,113,2244,48029140500,48,029,140500
263,96,85,46,36,1835,180,373,628,414,128,61,51,1282,48029140600,48,029,140600
353,29,95,229,0,3409,256,307,1380,911,225,198,132,2846,48029140700,48,029,140700
537,51,129,339,18,3599,580,719,1178,695,134,184,109,2300,48029140800,48,029,140800
127,41,66,12,8,1369,161,230,595,225,54,90,14,978,48029140900,48,029,140900
330,116,67,109,38,2267,335,423,864,443,33,158,11,1509,48029141000,48,029,141000
310,22,155,133,0,2572,174,230,1213,603,175,120,57,2168,48029141101,48,029,141101
238,65,124,49,0,2196,105,239,1095,542,37,161,17,1852,48029141102,48,029,141102
427,35,117,207,68,4800,536,734,1596,1190,195,387,162,3530,48029141200,48,029,141200
594,54,184,333,23,4458,351,421,1544,1010,433,631,68,3686,48029141300,48,029,141300
662,0,287,356,19,3667,214,270,884,976,422,719,182,3183,48029141402,48,029,141402
703,84,193,287,139,2757,233,303,748,739,350,310,74,2221,48029141403,48,029,141403
615,89,276,227,23,3940,309,411,1416,1050,382,280,92,3220,48029141404,48,029,141404
607,105,302,182,18,2823,202,250,1054,691,257,282,87,2371,48029141600,48,029,141600
573,133,256,172,12,3468,186,326,1286,806,389,357,118,2956,48029141700,48,029,141700
265,12,148,105,0,2535,306,301,914,615,148,156,95,1928,48029141800,48,029,141800
442,57,88,267,30,3224,52,306,1302,701,248,368,247,2866,48029141900,48,029,141900
597,160,223,168,46,3811,442,349,1243,859,214,406,298,3020,48029150100,48,029,150100
509,103,194,128,84,3085,487,354,1085,822,131,187,19,2244,48029150300,48,029,150300
496,199,191,106,0,3021,637,604,988,509,105,131,47,1780,48029150400,48,029,150400
403,40,208,145,10,2853,576,607,768,406,168,306,22,1670,48029150501,48,029,150501
380,156,159,65,0,2453,640,276,968,316,141,104,8,1537,48029150502,48,029,150502
580,149,275,116,40,2822,431,615,1206,451,57,36,26,1776,48029150600,48,029,150600
795,149,418,216,12,4675,405,962,2066,541,403,123,175,3308,48029150700,48,029,150700
218,86,114,18,0,1605,283,203,457,497,76,73,16,1119,48029150800,48,029,150800
517,248,134,135,0,4390,556,961,1426,848,261,290,48,2873,48029150900,48,029,150900
342,42,120,180,0,2536,640,317,907,508,49,90,25,1579,48029151000,48,029,151000
807,111,386,219,91,5071,763,730,2033,1156,213,73,103,3578,48029151100,48,029,151100
609,85,354,155,15,7816,783,921,2644,1979,296,993,200,6112,48029151200,48,029,151200
530,112,116,294,8,3786,566,404,1596,747,293,153,27,2816,48029151301,48,029,151301
358,18,141,173,26,2101,378,370,818,256,41,210,28,1353,48029151302,48,029,151302
651,143,319,168,21,3534,817,772,1273,345,143,152,32,1945,48029151400,48,029,151400
313,21,205,80,7,1646,166,265,693,275,117,73,57,1215,48029151500,48,029,151500
846,405,291,93,57,5329,657,438,2031,1443,417,277,66,4234,48029151600,48,029,151600
681,84,407,190,0,4880,749,541,1995,921,212,385,77,3590,48029151700,48,029,151700
930,227,275,399,29,3990,479,656,988,970,149,521,227,2855,48029151900,48,029,151900
394,144,139,111,0,1643,231,365,344,423,96,133,51,1047,48029152000,48,029,152000
460,70,277,113,0,3105,337,406,1059,855,136,218,94,2362,48029152100,48,029,152100
821,112,333,334,42,3873,530,727,1159,887,191,294,85,2616,48029152201,48,029,152201
542,29,389,124,0,3511,345,560,1388,757,310,151,0,2606,48029152202,48,029,152202
690,235,196,238,21,3947,765,1105,1359,574,91,14,39,2077,48029160100,48,029,160100
324,77,170,77,0,2238,300,231,980,510,83,102,32,1707,48029160200,48,029,160200
551,16,160,371,4,3463,436,307,1473,709,111,324,103,2720,48029160300,48,029,160300
485,141,183,140,21,3600,567,706,1155,793,96,149,134,2327,48029160400,48,029,160400
339,215,25,99,0,2131,370,346,821,273,148,166,7,1415,48029160501,48,029,160501
376,152,113,111,0,2731,393,458,957,731,35,142,15,1880,48029160502,48,029,160502
411,97,202,112,0,3227,702,747,1093,467,140,60,18,1778,48029160600,48,029,160600
332,66,213,53,0,2410,518,515,894,293,135,31,24,1377,48029160701,48,029,160701
445,153,95,186,11,3650,680,591,1142,903,127,169,38,2379,48029160702,48,029,160702
319,53,139,127,0,1746,375,159,619,285,128,127,53,1212,48029160901,48,029,160901
604,165,158,281,0,3089,792,740,806,452,98,86,115,1557,48029160902,48,029,160902
366,59,114,193,0,2563,427,467,881,532,173,64,19,1669,48029161000,48,029,161000
1273,408,329,520,16,6188,894,842,2543,1163,236,370,140,4452,48029161100,48,029,161100
312,100,82,105,25,1615,259,273,613,243,134,40,53,1083,48029161200,48,029,161200
900,127,328,408,37,3127,555,630,1000,586,113,193,50,1942,48029161302,48,029,161302
469,98,184,171,16,2609,436,435,968,515,137,89,29,1738,48029161303,48,029,161303
595,105,321,169,0,2487,583,522,781,383,61,144,13,1382,48029161304,48,029,161304
4154,78,2671,1372,33,1357,22,4,110,513,243,355,110,1331,48029161400,48,029,161400
1114,293,438,331,52,4626,665,824,1370,1184,212,273,98,3137,48029161501,48,029,161501
795,131,480,145,39,2913,326,428,951,688,181,288,51,2159,48029161503,48,029,161503
444,201,117,126,0,2652,424,402,1005,524,108,135,54,1826,48029161504,48,029,161504
547,164,259,124,0,2747,310,364,977,578,222,225,71,2073,48029161600,48,029,161600
386,0,219,167,0,2799,104,201,877,852,383,231,151,2494,48029161801,48,029,161801
823,196,382,245,0,5329,411,353,1847,1534,593,479,112,4565,48029161802,48,029,161802
49,0,21,28,0,607,57,34,304,137,38,23,14,516,48029161901,48,029,161901
1174,313,348,446,67,7209,662,1258,2074,1566,891,532,226,5289,48029161902,48,029,161902
224,60,98,56,10,1279,180,223,437,268,40,83,48,876,48029162001,48,029,162001
515,109,227,171,8,2966,364,509,1077,553,147,155,161,2093,48029162003,48,029,162003
388,13,144,208,23,1964,318,321,766,284,104,146,25,1325,48029162004,48,029,162004
481,26,279,158,18,2432,635,486,860,286,66,79,20,1311,48029170101,48,029,170101
305,116,172,17,0,2573,685,533,515,609,163,32,36,1355,48029170102,48,029,170102
532,59,259,214,0,3580,1022,892,977,429,145,104,11,1666,48029170200,48,029,170200
1092,177,222,679,14,3658,865,739,1219,486,25,265,59,2054,48029170300,48,029,170300
297,90,134,73,0,2588,686,613,793,263,95,108,30,1289,48029170401,48,029,170401
482,133,217,107,25,3515,726,751,1148,452,213,189,36,2038,48029170402,48,029,170402
363,69,244,32,18,3138,554,468,931,601,84,399,101,2116,48029170500,48,029,170500
488,45,171,272,0,3256,648,603,1202,376,161,118,148,2005,48029170600,48,029,170600
583,102,312,160,9,3269,690,749,1123,373,72,235,27,1830,48029170700,48,029,170700
205,21,112,72,0,1041,278,173,434,122,14,9,11,590,48029170800,48,029,170800
310,59,108,143,0,2677,897,480,742,283,72,133,70,1300,48029170900,48,029,170900
555,47,351,157,0,3698,789,832,1367,463,181,48,18,2077,48029171000,48,029,171000
400,136,149,115,0,2481,363,772,753,409,37,114,33,1346,48029171100,48,029,171100
402,103,220,79,0,2556,685,619,686,356,107,79,24,1252,48029171200,48,029,171200
269,52,128,77,12,1879,407,499,603,202,69,71,28,973,48029171301,48,029,171301
1544,62,132,1308,42,2567,463,197,937,524,178,201,67,1907,48029171302,48,029,171302
499,137,248,109,5,2879,339,404,1355,459,96,179,47,2136,48029171401,48,029,171401
641,72,281,252,36,4033,995,750,1137,756,245,138,12,2288,48029171402,48,029,171402
313,32,142,120,19,1583,284,248,660,253,60,78,0,1051,48029171501,48,029,171501
317,93,68,135,21,3705,797,687,1216,735,87,129,54,2221,48029171502,48,029,171502
423,60,263,100,0,2463,417,474,700,482,117,257,16,1572,48029171601,48,029,171601
635,337,293,0,5,2346,440,507,718,431,137,104,9,1399,48029171602,48,029,171602
1108,307,396,405,0,5345,420,471,1722,1741,420,399,172,4454,48029171700,48,029,171700
697,86,213,398,0,3684,601,426,1196,1044,136,252,29,2657,48029171801,48,029,171801
871,234,391,246,0,4229,594,818,1519,932,153,178,35,2817,48029171802,48,029,171802
1228,206,229,631,162,8296,615,805,2610,2028,572,998,668,6876,48029171902,48,029,171902
651,113,409,103,26,4741,436,1270,1206,1103,425,279,22,3035,48029171903,48,029,171903
601,45,215,341,0,5239,136,173,1182,1200,686,1060,802,4930,48029171912,48,029,171912
519,90,200,229,0,3936,398,325,1460,728,415,368,242,3213,48029171913,48,029,171913
763,98,245,420,0,3764,342,263,919,1262,403,348,227,3159,48029171914,48,029,171914
239,0,164,75,0,1396,49,179,463,330,154,170,51,1168,48029171915,48,029,171915
954,0,358,596,0,5412,203,213,1071,1491,622,1205,607,4996,48029171916,48,029,171916
949,59,424,402,64,5966,50,198,1323,1595,1007,1335,458,5718,48029171917,48,029,171917
726,21,122,447,136,4008,179,254,918,1136,280,841,400,3575,48029171918,48,029,171918
482,146,156,161,19,2841,156,210,853,788,272,459,103,2475,48029171919,48,029,171919
1301,120,781,374,26,5309,536,564,1565,1488,414,582,160,4209,48029171920,48,029,171920
473,121,110,205,37,2775,158,337,814,613,338,358,157,2280,48029171921,48,029,171921
376,59,133,162,22,1890,15,54,598,460,282,333,148,1821,48029171922,48,029,171922
943,95,258,578,12,6938,175,466,1586,2070,576,1337,728,6297,48029171923,48,029,171923
1152,88,458,486,120,4906,63,76,629,1189,923,1136,890,4767,48029171924,48,029,171924
902,94,279,416,113,6579,279,429,1784,1474,807,1055,751,5871,48029171925,48,029,171925
1370,80,700,547,43,10894,359,509,2515,2329,1643,2542,997,10026,48029172002,48,029,172002
553,53,163,326,11,2970,90,60,692,703,372,710,343,2820,48029172003,48,029,172003
851,47,224,512,68,4756,55,49,744,1205,350,1179,1174,4652,48029172004,48,029,172004
929,53,239,552,85,5243,183,139,901,1404,451,1356,809,4921,48029172005,48,029,172005
623,12,258,331,22,5779,131,281,1224,1375,765,1238,765,5367,48029172006,48,029,172006
1053,57,397,562,37,6302,148,246,938,1085,1031,1612,1242,5908,48029172007,48,029,172007
421,12,178,213,18,3797,165,309,1148,925,190,645,415,3323,48029180101,48,029,180101
65,22,0,38,5,1522,61,44,395,385,81,317,239,1417,48029180102,48,029,180102
555,98,286,171,0,3727,702,513,1346,722,131,187,126,2512,48029180201,48,029,180201
366,32,110,130,94,3662,353,498,1059,719,286,498,249,2811,48029180202,48,029,180202
395,76,291,28,0,3303,345,343,1257,849,135,272,102,2615,48029180300,48,029,180300
656,96,257,277,26,2399,184,464,897,487,132,190,45,1751,48029180400,48,029,180400
399,46,201,152,0,3488,437,684,833,874,292,250,118,2367,48029180501,48,029,180501
477,64,149,249,15,3281,312,454,1136,894,216,207,62,2515,48029180503,48,029,180503
329,34,241,54,0,3030,524,747,1142,301,224,74,18,1759,48029180504,48,029,180504
137,19,70,27,21,2844,265,313,880,691,92,381,222,2266,48029180602,48,029,180602
212,0,84,95,33,1440,17,87,465,413,134,224,100,1336,48029180603,48,029,180603
749,192,117,415,25,4390,304,318,1610,959,340,582,277,3768,48029180604,48,029,180604
456,68,55,203,130,3151,85,242,529,839,258,699,499,2824,48029180701,48,029,180701
804,142,333,254,75,4477,251,243,1038,1418,239,770,518,3983,48029180702,48,029,180702
283,31,58,194,0,2182,181,161,856,485,147,238,114,1840,48029180800,48,029,180800
547,11,150,363,23,4057,251,278,1235,1086,442,607,158,3528,48029180901,48,029,180901
